"Address","S/A","Price","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","SP Sqft","List Price","Sold Price","Sold Date","View","VwSpecify"
"204 1967 BARCLAY STREET","VVWWE","$449,444","9","0","1","444","1970","48","Yes","1","$260.46","$1,012.26","$458,000","$449,444","3/21/2018","Yes","CITY OUTLOOK"
"415 1655 NELSON STREET","VVWWE","$465,000","3","0","1","429","1973","45","Yes","1","$225.47","$1,083.92","$388,800","$465,000","4/9/2018","No",
"702 1315 CARDERO STREET","VVWWE","$475,000","10","1","1","600","1957","61","Yes","0","$272.97","$791.67","$475,000","$475,000","1/25/2018","Yes","TREE-LINED STREET"
"613 1040 PACIFIC STREET","VVWWE","$481,000","5","1","1","508","1982","36","Yes","0","$243.92","$946.85","$425,000","$481,000","1/27/2018","Yes","South Facing, Minimal Kits"
"307 233 ABBOTT STREET","VVWDT","$485,000","7","0","1","569","1996","22",,,"$255.75","$852.37","$489,000","$485,000","4/23/2018","No",
"402 1040 PACIFIC STREET","VVWWE","$495,000","1","1","1","508","1982","36","Yes",,"$243.00","$974.41","$479,000","$495,000","2/13/2018","Yes","SW towards water"
"1108 989 BEATTY STREET","VVWYA","$500,000","7","0","1","460","2004","14","Yes","1","$202.00","$1,086.96","$500,000","$500,000","4/24/2018","Yes","City"
"904 1146 HARWOOD STREET","VVWWE","$505,000","7","1","1","466","1974","44","Yes","0","$276.11","$1,083.69","$479,000","$505,000","4/24/2018",,
"402 1188 RICHARDS STREET","VVWYA","$505,000","6","0","1","408","1995","23","No","1","$142.00","$1,237.75","$478,000","$505,000","4/15/2018","Yes","Emery Barnes Park"
"706 1050 CHILCO STREET","VVWWE","$505,000","14","1","1","715","1958","60","Yes","1","$339.52","$706.29","$499,000","$505,000","2/15/2018","Yes","Over heritage houses to mntns"
"301 1040 PACIFIC STREET","VVWWE","$505,000","10","1","1","503","1982","36","Yes",,"$241.33","$1,003.98","$495,000","$505,000","2/19/2018",,
"203 819 HAMILTON STREET","VVWDT","$508,000","6","1","1","416","1998","20","Yes",,"$191.35","$1,221.15","$489,000","$508,000","2/20/2018",,
"1507 1155 SEYMOUR STREET","VVWDT","$515,000","0","0","1","413","2005","13","Yes",,"$184.00","$1,246.97","$488,800","$515,000","1/17/2018","Yes","Park and City"
"303 1967 BARCLAY STREET","VVWWE","$515,000","8","1","1","560","1969","49","Yes","1","$256.61","$919.64","$499,000","$515,000","3/13/2018","Yes","Westend streetscape"
"515 1040 PACIFIC STREET","VVWWE","$515,000","13","1","1","508","1982","36","Yes",,"$243.92","$1,013.78","$450,000","$515,000","3/28/2018","No",
"1603 501 PACIFIC STREET","VVWDT","$515,000","8","0","1","390","2000","18","Yes","1","$223.04","$1,320.51","$528,000","$515,000","3/6/2018","Yes","WATER & PARK VIEW"
"1605 1367 ALBERNI STREET","VVWWE","$518,000","15","0","1","445","1999","19",,,"$256.00","$1,164.04","$518,000","$518,000","1/30/2018",,
"1706 1003 BURNABY STREET","VVWWE","$520,000","7","0","1","400","1999","19","Yes","1","$238.00","$1,300.00","$498,000","$520,000","2/23/2018","Yes","English bay"
"423 1333 HORNBY STREET","VVWDT","$520,000","8","0","1","462","1979","39","No","1","$227.86","$1,125.54","$549,900","$520,000","4/17/2018","Yes","COURTYARD"
"1508 233 ROBSON STREET","VVWDT","$520,000","7","0","1","442","2009","9","No",,"$160.51","$1,176.47","$489,000","$520,000","1/22/2018","Yes","City & False Creek"
"703 1199 SEYMOUR STREET","VVWDT","$525,000","5","1","1","439","2005","13","Yes","0","$201.92","$1,195.90","$515,000","$525,000","4/7/2018","Yes","POOL, EMERY BARNES PARK"
"1606 939 HOMER STREET","VVWYA","$525,000","10","0","1","455","1997","21","Yes","1","$214.00","$1,153.85","$500,000","$525,000","4/12/2018","Yes","CITY"
"307 1010 HOWE STREET","VVWDT","$532,000","5","1","1","531","1982","36","Yes",,"$333.06","$1,001.88","$488,000","$532,000","2/13/2018",,
"201 1879 BARCLAY STREET","VVWWE","$535,000","21","1","1","688","1955","63","Yes","0","$336.87","$777.62","$518,000","$535,000","4/16/2018","Yes","TREE-LINED STREET"
"701 233 ABBOTT STREET","VVWDT","$535,000","2","1","1","609","1996","22","No",,"$256.20","$878.49","$499,900","$535,000","2/7/2018",,
"803 66 W CORDOVA STREET","VVWDT","$538,000","4","1","1","537","2012","6","Yes",,"$231.32","$1,001.86","$540,000","$538,000","3/10/2018","Yes","CITY VIEW"
"702 1188 HOWE STREET","VVWDT","$538,000","50","1","1","548","1994","24","Yes","1","$288.16","$981.75","$539,000","$538,000","1/26/2018","No",
"2301 928 BEATTY STREET","VVWYA","$539,000","9","0","1","460","2005","13","Yes","1","$262.69","$1,171.74","$539,000","$539,000","4/27/2018","Yes","CITY & WATER VIEWS"
"1003 501 PACIFIC STREET","VVWDT","$540,000","4","0","1","409","2000","18","Yes","1","$222.42","$1,320.29","$539,000","$540,000","4/14/2018","Yes","FALSE CREEK WATER & PARK"
"406 939 HOMER STREET","VVWYA","$540,000","4","0","1","455","1998","20","Yes","1","$221.27","$1,186.81","$538,000","$540,000","2/13/2018","Yes","CITY"
"106 1355 HARWOOD STREET","VVWWE","$540,000","5","1","1","653","1975","43","Yes","1","$354.04","$826.95","$549,900","$540,000","4/16/2018",,
"1605 939 HOMER STREET","VVWYA","$543,666","7","1","1","456","1997","21","Yes","1","$214.95","$1,192.25","$539,000","$543,666","4/16/2018","Yes","South, peak-a-boo water"
"2206 161 W GEORGIA STREET","VVWDT","$545,000","5","0","1","447","2012","6","Yes","0","$235.09","$1,219.24","$529,000","$545,000","3/5/2018","Yes","WATER & CITY - BC PLACE"
"606 1188 HOWE STREET","VVWDT","$550,000","5","1","1","495","1994","24","Yes","1","$262.55","$1,111.11","$499,000","$550,000","4/7/2018","Yes","SE unobstructed Granville St"
"404 1717 HARO STREET","VVWWE","$550,000","5","1","1","615","1977","41","Yes","1","$295.04","$894.31","$508,800","$550,000","4/29/2018","Yes","Northeast City view"
"1008 1146 HARWOOD STREET","VVWWE","$550,000","6","1","1","463","1974","44","Yes","1","$241.11","$1,187.90","$490,000","$550,000","3/26/2018","Yes","FALSE CREEK & ENGLISH BAY VIEW"
"2107 668 CITADEL PARADE","VVWDT","$550,000","8","0","1","510","2007","11","No",,"$228.35","$1,078.43","$550,000","$550,000","1/16/2018","Yes","OCEAN & MOUNTAIN VIEWS"
"1107 1155 SEYMOUR STREET","VVWDT","$551,000","2","0","1","418","2005","13",,,"$184.00","$1,318.18","$539,000","$551,000","3/28/2018","Yes","City"
"510 1239 W GEORGIA STREET","VVWCB","$551,000","8","1","1","420","1999","19","Yes","1","$210.00","$1,311.90","$549,000","$551,000","3/23/2018","Yes","CHERRY BLOSSOMS, COURTYARD"
"603 1133 HORNBY STREET","VVWDT","$551,500","14","0","1","499","2017","1","No","0","$150.00","$1,105.21","$538,800","$551,500","3/7/2018",,
"2201 1188 RICHARDS STREET","VVWYA","$552,000","7","0","1","441","1995","23","No","1","$146.92","$1,251.70","$518,000","$552,000","3/19/2018","Yes","PARK/mountains/peekaboo water"
"307 1106 PACIFIC STREET","VVWWE","$555,000","13","1","1","554","1984","34","Yes","1","$221.16","$1,001.81","$569,000","$555,000","3/18/2018",,
"1811 610 GRANVILLE STREET","VVWDT","$560,000","3","0","1","419","2006","12","No",,"$355.00","$1,336.52","$555,000","$560,000","4/23/2018",,
"810 438 SEYMOUR STREET","VVWDT","$560,000","13","1","1","538","1996","22","Yes","1","$383.55","$1,040.89","$578,000","$560,000","3/11/2018","Yes","BEAUTIFUL CITY VIEW"
"403 1010 HOWE STREET","VVWDT","$560,500","7","1","1","526","1982","36","Yes","0","$291.42","$1,065.59","$499,000","$560,500","1/30/2018","Yes","some city views"
"204 989 BEATTY STREET","VVWYA","$562,000","7","0","1","471","2004","14","Yes","1","$211.62","$1,193.21","$499,900","$562,000","2/19/2018",,
"405 819 HAMILTON STREET","VVWDT","$563,000","6","1","1","447","1998","20","Yes","1","$207.28","$1,259.51","$539,000","$563,000","4/10/2018","No",
"307 1133 HOMER STREET","VVWYA","$565,000","7","1","1","471","2008","10","No","1","$199.00","$1,199.58","$599,900","$565,000","4/16/2018","Yes","GARDEN & QUIET LANEWAY"
"609 969 RICHARDS STREET","VVWDT","$565,000","3","0","1","424","2002","16","Yes","1","$210.00","$1,332.55","$539,900","$565,000","2/2/2018",,
"1806 939 EXPO BOULEVARD","VVWYA","$568,000","7","0","1","444","2005","13",,"1","$250.47","$1,279.28","$538,000","$568,000","3/5/2018","Yes","BC PLACE"
"411 1283 HOWE STREET","VVWDT","$570,000","26","1","1","497","2018","0","Yes","0","$189.73","$1,146.88","$584,000","$570,000","1/10/2018",,
"207 1125 GILFORD STREET","VVWWE","$570,000","7","1","1","563","1984","34","Yes","1","$259.79","$1,012.43","$549,000","$570,000","4/10/2018",,
"2006 161 W GEORGIA STREET","VVWDT","$571,500","8","0","1","447","2012","6",,"0","$235.09","$1,278.52","$525,000","$571,500","2/13/2018","Yes","WATER & CITY - BC PLACE"
"808 1283 HOWE STREET","VVWDT","$574,000","22","1","1","479","2018","0","Yes","0","$185.61","$1,198.33","$594,000","$574,000","1/6/2018",,
"801 1177 HORNBY STREET","VVWDT","$575,000","8","1","1","628","1994","24","Yes","1","$294.45","$915.61","$575,000","$575,000","4/17/2018",,
"413 989 NELSON STREET","VVWDT","$575,000","6","1","1","494","1995","23","Yes","0","$315.41","$1,163.97","$499,900","$575,000","3/5/2018",,
"1201 1146 HARWOOD STREET","VVWWE","$576,000","7","1","1","465","1974","44",,"1","$241.11","$1,238.71","$540,000","$576,000","4/9/2018","Yes","beautiful ocean views"
"903 989 NELSON STREET","VVWDT","$578,000","5","1","1","496","1995","23","Yes",,"$314.75","$1,165.32","$495,000","$578,000","3/17/2018",,
"710 438 SEYMOUR STREET","VVWDT","$579,000","0","1","1","543","1996","22","Yes","1","$383.55","$1,066.30","$579,000","$579,000","1/3/2018","Yes","CITY"
"703 131 REGIMENT SQUARE","VVWDT","$580,000","8","1","1","502","2007","11","No",,"$240.87","$1,155.38","$550,000","$580,000","3/28/2018","Yes","City Views"
"1113 933 HORNBY STREET","VVWDT","$581,000","5","0","1","448","2005","13","Yes","0","$197.91","$1,296.88","$520,000","$581,000","2/13/2018","Yes","11TH FLOOR ROOFTOP GARDEN"
"905 438 SEYMOUR STREET","VVWDT","$582,000","7","1","1","536","1996","22","Yes","1","$383.55","$1,085.82","$548,000","$582,000","2/5/2018","Yes","Water and mountain View"
"302 1816 HARO STREET","VVWWE","$584,000","17","1","1","632","1976","42","Yes","1","$322.63","$924.05","$589,900","$584,000","2/22/2018","Yes","TREE-LINED & CITY"
"706 989 NELSON STREET","VVWDT","$585,000","7","1","1","500","1995","23","Yes","0","$314.73","$1,170.00","$550,000","$585,000","4/10/2018","No",
"2103 668 CITADEL PARADE","VVWDT","$587,000","14","1","1","492","2007","11","No",,"$223.50","$1,193.09","$595,000","$587,000","3/19/2018","Yes","MOUNTAINS, CITY, WATER"
"1505 1308 HORNBY STREET","VVWDT","$590,000","14","1","1","474","2014","4",,,"$206.63","$1,244.73","$449,999","$590,000","2/5/2018","Yes","CITY VIEW"
"306 1045 BURNABY STREET","VVWWE","$590,000","0","1","1","750","1977","41","Yes","1","$309.33","$786.67","$600,000","$590,000","4/10/2018",,
"406 488 HELMCKEN STREET","VVWYA","$591,000","7","1","1","561","1995","23","Yes","1","$301.26","$1,053.48","$559,000","$591,000","1/22/2018",,
"2610 438 SEYMOUR STREET","VVWDT","$592,000","10","1","1","522","1996","22","Yes","1","$389.28","$1,134.10","$598,000","$592,000","4/20/2018","Yes","City"
"418 1655 NELSON STREET","VVWWE","$592,500","5","1","1","670","1973","45","Yes","1","$351.54","$884.33","$579,000","$592,500","1/30/2018",,
"2110 1239 W GEORGIA STREET","VVWCB","$593,000","6","1","1","420","1999","19","Yes","1","$210.00","$1,411.90","$559,000","$593,000","3/11/2018","Yes","VANHATTAN LIGHTS VIEW + WATER"
"402 1435 NELSON STREET","VVWWE","$595,000","8","1","1","578","1976","42","Yes","1","$372.69","$1,029.41","$549,800","$595,000","3/13/2018",,
"314 989 NELSON STREET","VVWDT","$599,000","3","1","1","614","1995","23","Yes","0","$390.89","$975.57","$599,000","$599,000","4/27/2018",,
"1404 1188 HOWE STREET","VVWDT","$599,000","6","1","1","547","1994","24","Yes","1","$281.76","$1,095.06","$578,000","$599,000","2/19/2018","Yes","City"
"904 1740 COMOX STREET","VVWWE","$602,000","5","1","1","600","1976","42","Yes","1","$365.85","$1,003.33","$549,000","$602,000","2/19/2018",,
"723 68 SMITHE STREET","VVWDT","$605,000","91","1","1","472","2016","2","No",,"$223.23","$1,281.78","$628,000","$605,000","2/7/2018","Yes","CITY VIEW"
"503 1889 ALBERNI STREET","VVWWE","$605,000","48","1","1","492","1998","20","No","1","$352.38","$1,229.67","$649,900","$605,000","4/5/2018","Yes","COAL HARBOUR & STANLEY PARK"
"2601 63 KEEFER PLACE","VVWDT","$608,000","11","1","1","570","2000","18","Yes","1","$340.69","$1,066.67","$599,900","$608,000","4/24/2018","Yes","AMAZING CITY VIEWS"
"801 1028 BARCLAY STREET","VVWWE","$610,000","5","0","1","588","2011","7","No","0","$230.00","$1,037.41","$599,000","$610,000","1/15/2018","Yes","City"
"201 921 THURLOW STREET","VVWWE","$610,000","55","1","1","612","1987","31","No","1","$305.77","$996.73","$638,000","$610,000","1/22/2018",,
"302 1177 HORNBY STREET","VVWDT","$610,000","14","1","1","628","1994","24","No","1","$294.96","$971.34","$599,900","$610,000","2/19/2018","No",
"4 886 BROUGHTON STREET","VVWWE","$611,000","5","1","1","714","1988","30",,,"$221.45","$855.74","$599,000","$611,000","3/28/2018","Yes","heritage houses"
"508 1255 SEYMOUR STREET","VVWDT","$611,000","11","1","1","485","2006","12","Yes","1","$197.22","$1,259.79","$598,800","$611,000","3/31/2018",,
"1106 1889 ALBERNI STREET","VVWWE","$612,000","5","1","1","441","1998","20",,"1","$314.08","$1,387.76","$599,800","$612,000","3/31/2018",,
"1002 1068 HORNBY STREET","VVWDT","$615,000","7","1","1","549","2000","18","Yes","1","$270.85","$1,120.22","$618,000","$615,000","2/12/2018","Yes","NICE CITY VIEW"
"304 811 HELMCKEN STREET","VVWDT","$618,000","9","1","1","609","1995","23","Yes","1","$300.92","$1,014.78","$548,800","$618,000","3/13/2018","No",
"401 1350 COMOX STREET","VVWWE","$619,000","8","1","1","602","1982","36","Yes","1","$220.37","$1,028.24","$619,000","$619,000","4/24/2018",,
"1505 1255 SEYMOUR STREET","VVWDT","$620,000","56","1","1","506","2008","10","Yes","1","$210.00","$1,225.30","$699,000","$620,000","1/29/2018","Yes","Downtown Cityscapes"
"1407 811 HELMCKEN STREET","VVWDT","$625,000","12","1","1","550","1995","23",,,"$281.80","$1,136.36","$618,800","$625,000","3/26/2018",,
"2610 501 PACIFIC STREET","VVWDT","$627,500","47","0","1","511","1999","19","Yes","1","$292.66","$1,227.98","$650,000","$627,500","3/12/2018","Yes","YALETOWN, WATER & PARK VIEW"
"1503 1325 ROLSTON STREET","VVWDT","$628,000","12","1","1","505","2013","5","No","1","$197.89","$1,243.56","$628,000","$628,000","1/16/2018","Yes","City and Mountain View"
"4306 1289 HORNBY STREET","VVWDT","$630,000","7","0","1","448","2020","0",,"0","$0.00","$1,406.25","$668,000","$630,000","2/1/2018","Yes","CITY & WATER VIEWS"
"1307 1238 MELVILLE STREET","VVWCB","$630,000","12","1","1","572","1996","22","Yes","1","$268.44","$1,101.40","$618,000","$630,000","1/2/2018","Yes","CITY"
"506 1133 HORNBY STREET","VVWDT","$630,000","5","1","1","534","2017","1",,"0","$150.00","$1,179.78","$598,800","$630,000","2/13/2018",,
"1209 131 REGIMENT SQUARE","VVWDT","$630,000","9","1","1","502","2007","11","No","1","$247.33","$1,254.98","$599,999","$630,000","3/27/2018","Yes","UNOBSTRUCTED VIEW"
"412 933 SEYMOUR STREET","VVWDT","$630,000","4","1","1","607","1998","20",,"1","$261.58","$1,037.89","$599,000","$630,000","2/17/2018",,
"1802 928 RICHARDS STREET","VVWYA","$630,800","23","1","1","500","2000","18","Yes","1","$250.00","$1,261.60","$588,000","$630,800","3/8/2018","Yes","City, Future Park"
"1004 1003 BURNABY STREET","VVWWE","$633,999","6","1","1","641","1999","19",,"1","$369.45","$989.08","$599,000","$633,999","4/9/2018","Yes","City, Burrard Bridge"
"907 128 W CORDOVA STREET","VVWDT","$635,000","34","1","1","654","2009","9","No","1","$377.14","$970.95","$649,000","$635,000","4/16/2018",,
"1405 128 W CORDOVA STREET","VVWDT","$635,000","19","1","1","657","2009","9","No","1","$393.66","$966.51","$639,900","$635,000","4/29/2018","Yes","Partial water, harbour"
"1606 550 TAYLOR STREET","VVWDT","$635,000","6","1","1","582","2006","12","Yes","1","$249.15","$1,091.07","$618,000","$635,000","1/29/2018","Yes","MOUNTAINS / WATER"
"206 1045 BURNABY STREET","VVWWE","$635,000","8","1","1","757","1977","41","Yes","1","$309.33","$838.84","$685,000","$635,000","3/27/2018",,
"1107 822 SEYMOUR STREET","VVWDT","$637,000","7","1","1","490","2005","13","No","1","$246.20","$1,300.00","$629,000","$637,000","3/20/2018","Yes","CITY VIEW"
"319 933 SEYMOUR STREET","VVWDT","$638,000","4","1","1","736","1998","20","No","0","$272.11","$866.85","$638,800","$638,000","1/22/2018",,
"718 1333 HORNBY STREET","VVWDT","$638,000","3","1","1","543","1982","36","Yes",,"$267.81","$1,174.95","$649,900","$638,000","3/22/2018","Yes","WEST TO COURTYARD"
"2203 668 CITADEL PARADE","VVWDT","$640,000","10","1","1","492","2007","11",,"1","$223.50","$1,300.81","$639,000","$640,000","2/8/2018","Yes","."
"401 501 PACIFIC STREET","VVWDT","$640,000","14","1","1","504","2000","18","Yes","1","$288.34","$1,269.84","$619,000","$640,000","3/6/2018",,
"405 822 SEYMOUR STREET","VVWDT","$641,000","14","1","1","620","2004","14","No","1","$251.67","$1,033.87","$598,888","$641,000","3/8/2018","Yes","LOVELY STREETS-CAPE VIEW"
"1701 1001 HOMER STREET","VVWYA","$641,000","8","1","1","506","2005","13","No","1","$235.03","$1,266.80","$549,000","$641,000","3/7/2018","Yes","CITY VIEW"
"313 1500 PENDRELL STREET","VVWWE","$642,000","11","1","1","628","1979","39","Yes","1","$325.50","$1,022.29","$599,000","$642,000","1/28/2018",,
"908 977 MAINLAND STREET","VVWYA","$642,000","9","1","1","506","2007","11","Yes","1","$246.17","$1,268.77","$649,000","$642,000","4/4/2018","Yes","Open view over Yaletown"
"410 488 HELMCKEN STREET","VVWYA","$645,000","5","1","1","639","1995","23","Yes","1","$330.17","$1,009.39","$599,000","$645,000","2/19/2018",,"overlooking the park"
"1007 933 SEYMOUR STREET","VVWDT","$645,000","9","1","1","639","1998","20","No","0","$267.57","$1,009.39","$650,000","$645,000","3/25/2018","No",
"710 535 SMITHE STREET","VVWDT","$645,000","34","1","1","510","2010","8","Yes",,"$218.06","$1,264.71","$639,000","$645,000","3/28/2018",,
"810 550 TAYLOR STREET","VVWDT","$647,000","6","1","1","584","2005","13","Yes","1","$253.85","$1,107.88","$619,800","$647,000","3/25/2018","Yes","PARK, WATER, SCIENCE WORLD"
"2007 438 SEYMOUR STREET","VVWDT","$648,000","3","1","1","553","1996","22","Yes","1","$406.97","$1,171.79","$668,800","$648,000","3/16/2018","Yes","WATER & CITY"
"807 1372 SEYMOUR STREET","VVWDT","$648,000","28","1","1","513","2013","5","No","1","$203.27","$1,263.16","$649,900","$648,000","4/10/2018","Yes","City View"
"705 1255 SEYMOUR STREET","VVWDT","$650,000","9","1","1","513","2008","10","Yes","1","$215.15","$1,267.06","$599,000","$650,000","3/29/2018","No",
"503 939 EXPO BOULEVARD","VVWYA","$652,000","7","1","1","515","2005","13","Yes","1","$238.26","$1,266.02","$638,000","$652,000","3/6/2018",,
"1801 63 KEEFER PLACE","VVWDT","$654,889","14","1","1","571","2000","18","Yes","1","$341.33","$1,146.92","$588,000","$654,889","1/30/2018","Yes","CITY VIEW"
"103 1835 BARCLAY STREET","VVWWE","$655,000","19","1","1","681","1986","32","Yes","1","$294.00","$961.82","$688,000","$655,000","4/10/2018","No",
"1805 1200 W GEORGIA STREET","VVWWE","$659,400","9","1","1","592","1998","20","Yes","1","$327.01","$1,113.85","$659,900","$659,400","2/14/2018","Yes","EXPANSIVE CITY"
"506 53 W HASTINGS STREET","VVWDT","$660,000","15","1","1","735","2008","10","Yes",,"$303.54","$897.96","$679,000","$660,000","2/13/2018","No",
"2007 928 HOMER STREET","VVWYA","$662,000","7","1","1","498","2006","12",,"1","$204.01","$1,329.32","$662,000","$662,000","3/28/2018","Yes","City"
"2202 111 W GEORGIA STREET","VVWDT","$665,000","15","1","1","626","2007","11","No","1","$281.80","$1,062.30","$699,900","$665,000","2/20/2018","Yes","CITY VIEWS - DT VAN/BC PLACE"
"802 189 DAVIE STREET","VVWYA","$667,000","8","1","1","535","1999","19","No","1","$277.11","$1,246.73","$647,000","$667,000","3/6/2018","Yes","CITY"
"1205 63 KEEFER PLACE","VVWDT","$668,000","12","1","1","657","2000","18","Yes","1","$387.62","$1,016.74","$678,000","$668,000","4/24/2018","Yes","NW CITY & MOUNTAIN VIEWS"
"818 68 SMITHE STREET","VVWDT","$668,000","1","1","1","505","2016","2","Yes",,"$249.40","$1,322.77","$670,000","$668,000","2/14/2018","Yes","PEEK-A-BOO WATER VIEW"
"1405 909 MAINLAND STREET","VVWYA","$670,000","7","1","1","544","2007","11","Yes",,"$231.59","$1,231.62","$649,000","$670,000","4/30/2018","Yes","CITY & FALSE CREEK VIEWS"
"508 1133 HOMER STREET","VVWYA","$670,000","7","1","1","538","2008","10","No","1","$225.31","$1,245.35","$669,000","$670,000","1/10/2018",,
"1504 1333 W GEORGIA STREET","VVWCB","$670,000","3","1","1","562","2006","12","No","1","$280.00","$1,192.17","$599,000","$670,000","3/2/2018","Yes","Coal Harbour/North Shore"
"1601 1212 HOWE STREET","VVWDT","$670,000","9","1","1","517","2008","10","No","1","$235.56","$1,295.94","$655,000","$670,000","3/25/2018","Yes","CITY, Mountain, peekaboo water"
"2006 1010 RICHARDS STREET","VVWYA","$670,000","16","1","1","530","2003","15","Yes","1","$255.67","$1,264.15","$674,900","$670,000","4/19/2018",,
"1610 550 TAYLOR STREET","VVWDT","$670,000","11","1","1","565","2005","13","Yes","1","$260.35","$1,185.84","$650,000","$670,000","4/9/2018","Yes","False Creek and City Views"
"607 1068 HORNBY STREET","VVWDT","$671,000","6","1","1","549","2000","18","Yes","1","$270.85","$1,222.22","$659,900","$671,000","3/26/2018","Yes","Treed Courtyard"
"2509 233 ROBSON STREET","VVWDT","$671,000","23","1","1","575","2009","9","No","1","$207.49","$1,166.96","$639,000","$671,000","3/5/2018","Yes","Yaletown"
"904 1420 W GEORGIA STREET","VVWWE","$675,000","43","1","1","561","2002","16","Yes","1","$259.95","$1,203.21","$679,000","$675,000","1/2/2018","Yes","CITYSCAPE"
"708 633 ABBOTT STREET","VVWDT","$675,000","1","1","1","605","2009","9","Yes","1","$263.00","$1,115.70","$649,900","$675,000","3/6/2018","Yes","CITY"
"1901 1283 HOWE STREET","VVWDT","$675,000","19","1","1","530","2018","0","Yes","1","$202.84","$1,273.58","$679,900","$675,000","2/10/2018","Yes","Downtown"
"1110 909 MAINLAND STREET","VVWYA","$676,800","4","1","1","565","2007","11","Yes","1","$240.67","$1,197.88","$679,800","$676,800","4/22/2018","Yes","CITY"
"1802 63 KEEFER PLACE","VVWDT","$677,500","22","1","1","655","2000","18","Yes","1","$350.05","$1,034.35","$699,000","$677,500","1/30/2018","Yes","180 Water, Mountain & City"
"508 438 SEYMOUR STREET","VVWDT","$677,500","35","2","2","710","1996","22","Yes","0","$502.88","$954.23","$699,000","$677,500","2/7/2018","Yes","CITY"
"907 1295 RICHARDS STREET","VVWDT","$678,500","7","1","1","547","2003","15","No","0","$223.21","$1,240.40","$658,000","$678,500","1/23/2018","Yes","City"
"903 933 SEYMOUR STREET","VVWDT","$678,888","2","1","1","745","1998","20",,,"$303.58","$911.26","$660,000","$678,888","4/13/2018","Yes","City"
"1202 1009 HARWOOD STREET","VVWWE","$679,800","5","1","1","515","2014","4","Yes","1","$231.42","$1,320.00","$679,800","$679,800","2/6/2018","Yes","CITY"
"1904 1725 PENDRELL STREET","VVWWE","$680,000","68","1","1","737","1974","44","Yes","1","$501.85","$922.66","$675,000","$680,000","2/13/2018","Yes","MOUNTAIN & CITY VIEW"
"2310 833 SEYMOUR STREET","VVWDT","$680,000","19","1","1","598","2011","7","No","0","$204.72","$1,137.12","$680,000","$680,000","3/13/2018","Yes","CITY and MOUNTAINS"
"1803 1725 PENDRELL STREET","VVWWE","$683,000","10","1","1","727","1974","44","Yes","1","$463.04","$939.48","$695,000","$683,000","3/9/2018","Yes","ENGLISH BAY + MOUNTAINS & CITY"
"1205 1133 HORNBY STREET","VVWDT","$685,000","17","1","1","532","2018","0","No","1","$149.13","$1,287.59","$680,000","$685,000","4/1/2018",,
"1601 1351 CONTINENTAL STREET","VVWDT","$686,800","21","1","1","513","2014","4","No","1","$243.14","$1,338.79","$699,000","$686,800","4/17/2018","Yes","OCEAN VIEWS AND ENGLISH BAY"
