"Address","S/A","Price","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","SP Sqft","List Price","Sold Price","Sold Date","View","VwSpecify"
"708 1270 ROBSON STREET","VVWWE","$550,000","71","1","1","540","1980","38","Yes",,"$218.17","$1,018.52","$589,000","$550,000","9/19/2018","Yes","WATER, MOUNTAINS, CITY"
"504 438 SEYMOUR STREET","VVWDT","$555,000","12","1","1","584","1996","22","Yes",,"$400.66","$950.34","$575,000","$555,000","6/3/2018","Yes","City and Mountain"
"101 1106 PACIFIC STREET","VVWWE","$556,000","22","1","1","626","1984","34","Yes","1","$248.98","$888.18","$579,000","$556,000","7/3/2018",,
"1804 989 BEATTY STREET","VVWYA","$557,500","33","0","1","471","2004","14",,,"$0.01","$1,183.65","$579,900","$557,500","10/30/2018","Yes","FALSE CREEK"
"505 888 HAMILTON STREET","VVWDT","$559,000","172","1","1","622","1993","26","Yes","1","$234.77","$898.71","$579,000","$559,000","12/18/2018","No",
"602 811 HELMCKEN STREET","VVWDT","$559,000","21","1","1","589","1994","24","Yes","1","$281.80","$949.07","$559,000","$559,000","8/15/2018","Yes","CITYSCAPE"
"605 1177 HORNBY STREET","VVWDT","$559,500","8","1","1","671","1995","23","Yes","1","$324.65","$833.83","$559,500","$559,500","9/18/2018","Yes","City Views"
"911 610 GRANVILLE STREET","VVWDT","$560,000","15","0","1","420","2006","12","No","0","$189.00","$1,333.33","$569,900","$560,000","5/23/2018","Yes","SOME CITY"
"1606 1283 HOWE STREET","VVWDT","$560,000","135","1","1","456","2018","0","Yes","1",,"$1,228.07","$599,000","$560,000","11/30/2018","No",
"902 1199 SEYMOUR STREET","VVWDT","$560,000","11","1","1","581","2005","13","Yes","1","$280.10","$963.86","$610,000","$560,000","7/24/2018",,
"1908 1001 HOMER STREET","VVWYA","$560,000","0","1","1","498","2005","13","Yes","1","$242.74","$1,124.50","$569,000","$560,000","11/15/2018",,
"212 1010 HOWE STREET","VVWDT","$560,000","7","1","1","552","1982","36","Yes",,"$295.00","$1,014.49","$499,888","$560,000","5/15/2018",,
"1203 108 W CORDOVA STREET","VVWDT","$562,000","34","1","1","682","2009","9","No","1","$386.47","$824.05","$599,000","$562,000","12/17/2018",,
"2808 233 ROBSON STREET","VVWDT","$564,000","11","0","1","452","2009","9","No","0","$160.51","$1,247.79","$559,000","$564,000","6/15/2018","Yes","City and Water"
"505 618 ABBOTT STREET","VVWDT","$565,000","72","1","1","588","2007","11",,"1","$279.18","$960.88","$649,900","$565,000","7/26/2018","No",
"3208 233 ROBSON STREET","VVWDT","$565,000","6","0","1","442","2009","9","No","0","$160.52","$1,278.28","$539,900","$565,000","5/7/2018","Yes","City and False Creek"
"1107 1889 ALBERNI STREET","VVWWE","$565,000","2","1","1","439","1998","20","No","1","$339.00","$1,287.02","$575,000","$565,000","9/27/2018","Yes","City"
"802 789 DRAKE STREET","VVWDT","$565,000","23","1","1","596","1991","27","No","1","$284.21","$947.99","$575,000","$565,000","12/6/2018","Yes","City"
"307 1345 COMOX STREET","VVWWE","$568,000","56","1","1","602","1982","36","Yes","1","$304.11","$943.52","$596,970","$568,000","11/26/2018","No",
"509 928 BEATTY STREET","VVWYA","$569,500","21","1","1","515","2005","14",,"1","$287.12","$1,105.83","$599,000","$569,500","12/24/2018",,
"1006 1146 HARWOOD STREET","VVWWE","$570,000","12","1","1","585","1974","44","Yes","0","$284.50","$974.36","$574,900","$570,000","9/17/2018","Yes","CITY & PEEK-A-BOO WATER"
"1007 1010 HOWE STREET","VVWDT","$570,000","12","1","1","531","1982","36","Yes","1","$305.59","$1,073.45","$529,000","$570,000","5/26/2018","Yes","City View"
"604 66 W CORDOVA STREET","VVWDT","$570,000","34","2","2","791","2012","6","Yes","0","$344.62","$720.61","$629,800","$570,000","7/31/2018","No",
"101 921 THURLOW STREET","VVWWE","$570,000","19","1","1","604","1987","31","Yes","0","$302.00","$943.71","$575,000","$570,000","6/2/2018","No",
"311 1080 BROUGHTON STREET","VVWWE","$570,000","6","1","1","603","1982","36","Yes","1","$220.37","$945.27","$550,000","$570,000","7/29/2018","Yes","West End City View"
"601 488 HELMCKEN STREET","VVWYA","$574,000","30","1","1","573","1995","23","Yes","1","$307.04","$1,001.75","$599,900","$574,000","11/2/2018","Yes","City View"
"801 1189 HOWE STREET","VVWDT","$575,000","28","1","1","607","1998","20","No","1","$326.47","$947.28","$579,000","$575,000","5/18/2018",,
"307 1177 HORNBY STREET","VVWDT","$575,000","22","2","1","706","1995","23","Yes","1","$342.00","$814.45","$599,000","$575,000","10/23/2018","Yes","Skyline"
"905 1816 HARO STREET","VVWWE","$575,000","28","1","1","718","1974","44","Yes","1","$322.63","$800.84","$579,000","$575,000","10/15/2018","Yes","STANLEY PARK, MOUNTAINS"
"404 1631 COMOX STREET","VVWWE","$575,000","45","1","1","753","1980","38","Yes","1","$337.00","$763.61","$599,000","$575,000","10/31/2018",,
"408 989 RICHARDS STREET","VVWDT","$575,000","31","0","1","466","2002","16","Yes","1","$240.38","$1,233.91","$579,000","$575,000","6/14/2018","No",
"301 928 BEATTY STREET","VVWYA","$576,000","10","0","1","460","2005","13","Yes","1","$262.69","$1,252.17","$588,000","$576,000","6/1/2018","Yes","Courtyard - Trees"
"602 161 W GEORGIA STREET","VVWDT","$576,000","6","1","1","516","2012","6","No","0","$277.54","$1,116.28","$578,000","$576,000","10/8/2018",,
"1604 888 PACIFIC STREET","VVWYA","$578,500","27","1","1","594","1994","24","Yes","1","$294.09","$973.91","$593,800","$578,500","8/12/2018","Yes","CITY & MOUNTAIN"
"1102 933 SEYMOUR STREET","VVWDT","$580,000","9","1","1","657","1998","20",,"0","$261.58","$882.80","$599,000","$580,000","8/30/2018","Yes","West Facing City Views"
"202 1199 SEYMOUR STREET","VVWDT","$580,000","9","1","1","635","2005","13","Yes","1","$285.65","$913.39","$580,000","$580,000","5/3/2018","No",
"804 1725 PENDRELL STREET","VVWWE","$580,000","55","1","1","703","1974","44","Yes","1","$1,622.71","$825.04","$598,000","$580,000","8/8/2018","Yes","MOUNTAIN & CITY VIEW"
"102 1225 BARCLAY STREET","VVWWE","$580,000","19","1","1","653","1990","28",,"1","$273.00","$888.21","$599,900","$580,000","9/19/2018","Yes","private yard"
"PH6 933 SEYMOUR STREET","VVWDT","$580,000","27","1","1","638","1998","20","Yes","1","$275.58","$909.09","$599,000","$580,000","10/21/2018","Yes","South City Views"
"2506 233 ROBSON STREET","VVWDT","$580,000","10","0","1","498","2009","9","No","0","$180.09","$1,164.66","$549,000","$580,000","5/25/2018","Yes","CITY, WATER"
"808 1330 BURRARD STREET","VVWDT","$580,000","74","1","1","533","1978","40","Yes",,"$228.00","$1,088.18","$598,000","$580,000","6/29/2018","Yes","WATER &  CITY VIEWS"
"204 528 BEATTY STREET","VVWDT","$580,000","14","1","1","681","2006","12","Yes","0","$279.73","$851.69","$608,000","$580,000","7/30/2018",,
"602 53 W HASTINGS STREET","VVWDT","$582,000","34","0","1","571","2008","10","Yes",,"$231.59","$1,019.26","$590,000","$582,000","6/17/2018",,
"703 989 NELSON STREET","VVWDT","$582,888","7","1","1","500","1995","23",,"0","$314.73","$1,165.78","$550,000","$582,888","5/1/2018","No",
"1107 688 ABBOTT STREET","VVWDT","$584,250","70","1","1","560","2007","11","No","1","$263.95","$1,043.30","$613,000","$584,250","5/14/2018",,
"1806 438 SEYMOUR STREET","VVWDT","$585,000","16","1","1","511","1996","22",,"1","$380.43","$1,144.81","$588,000","$585,000","8/1/2018","Yes","City, water"
"808 989 NELSON STREET","VVWDT","$585,000","8","1","1","613","1995","23","Yes","0","$311.22","$954.32","$588,000","$585,000","7/31/2018","No",
"1604 1740 COMOX STREET","VVWWE","$585,000","6","1","1","619","1976","42","Yes","1","$385.38","$945.07","$599,900","$585,000","10/11/2018","Yes","Mountains, City, Courtyard"
"2403 1323 HOMER STREET","VVWYA","$587,000","2","0","1","450","1992","26",,"0","$195.07","$1,304.44","$598,000","$587,000","6/13/2018","Yes","City & Water"
"1504 888 PACIFIC STREET","VVWYA","$588,000","7","1","1","594","1994","24","Yes","1","$294.09","$989.90","$588,000","$588,000","5/4/2018",,
"2403 1308 HORNBY STREET","VVWDT","$588,000","16","1","1","473","2014","4","No","0","$206.91","$1,243.13","$588,000","$588,000","5/24/2018","Yes","city and mountain view"
"611 618 ABBOTT STREET","VVWDT","$588,000","10","1","1","588","2007","11",,,"$279.18","$1,000.00","$609,999","$588,000","8/27/2018",,
"703 1133 HORNBY STREET","VVWDT","$588,000","22","1","1","485","2018","0","Yes",,"$134.21","$1,212.37","$599,900","$588,000","5/9/2018","Yes","CITY VIEW"
"1607 63 KEEFER PLACE","VVWDT","$588,000","8","1","1","588","2000","18","Yes","1","$377.00","$1,000.00","$599,000","$588,000","9/18/2018","Yes","WATER, MOUNTAIN & CITY"
"912 1010 HOWE STREET","VVWDT","$588,000","1","1","1","533","1982","36","Yes","1","$305.60","$1,103.19","$588,000","$588,000","11/27/2018","Yes","CITY & PARTIAL MOUNTAINS"
"1601 1068 HORNBY STREET","VVWDT","$588,500","22","1","1","560","2000","18","Yes","1","$276.16","$1,050.89","$598,000","$588,500","7/28/2018","Yes","CITY AND MOUNTAINS"
"2109 131 REGIMENT SQUARE","VVWDT","$589,000","22","1","1","507","2007","11",,,"$247.33","$1,161.74","$609,000","$589,000","11/6/2018","Yes","DOWNTOWN, PARTIAL MOUNTAIN"
"321 1333 HORNBY STREET","VVWDT","$590,000","19","1","1","536","1978","40",,,"$261.39","$1,100.75","$598,888","$590,000","8/4/2018","Yes","Courtyard"
"1903 1133 HORNBY STREET","VVWDT","$590,000","14","0","1","487","2017","1","No","1","$196.75","$1,211.50","$599,000","$590,000","8/1/2018","Yes","CITY"
"1001 1068 HORNBY STREET","VVWDT","$590,000","41","1","1","560","2000","18","Yes","1","$276.16","$1,053.57","$599,000","$590,000","5/20/2018","Yes","N/E to city & mountains"
"2009 128 W CORDOVA STREET","VVWDT","$590,000","18","1","1","560","2009","9","No","1","$341.17","$1,053.57","$598,800","$590,000","11/16/2018","Yes","CITY VIEWS"
"1105 1383 HOWE STREET","VVWDT","$590,000","8","1","1","583","1993","25","No","1","$290.82","$1,012.01","$598,000","$590,000","8/15/2018","Yes","English Bay, False Creek"
"3 528 BEATTY STREET","VVWDT","$590,000","8","1","1","731","2007","11","No","0","$307.72","$807.11","$599,000","$590,000","9/12/2018","No",
"204 811 HELMCKEN STREET","VVWDT","$590,000","98","1","1","607","1995","23","Yes","1","$300.92","$971.99","$615,000","$590,000","9/25/2018",,
"1408 989 NELSON STREET","VVWDT","$592,800","6","1","1","509","1995","23","Yes","0","$315.41","$1,164.64","$578,000","$592,800","5/8/2018","Yes","CITY & MOUNTAIN"
"501 1009 HARWOOD STREET","VVWWE","$592,800","11","1","1","482","2014","4","Yes","1","$227.67","$1,229.88","$618,888","$592,800","12/7/2018",,
"702 1003 BURNABY STREET","VVWWE","$593,500","3","1","1","643","1999","20","Yes","1","$348.53","$923.02","$599,900","$593,500","12/6/2018","Yes","DOWNTOWN & SOME MOUNTAINS"
"606 1177 HORNBY STREET","VVWDT","$595,000","36","1","1","700","1999","19",,"1","$315.19","$850.00","$599,900","$595,000","5/1/2018","Yes","CITY VIEW"
"306 488 HELMCKEN STREET","VVWYA","$595,000","6","1","1","561","1995","23","Yes","1","$301.26","$1,060.61","$599,900","$595,000","11/12/2018",,
