Address,SubArea,Price,DaysOnMarket,Bedrooms,Bathrooms,FloorArea,YearBuilt,Age,Locker,Parking,MaintenanceFees,SalePricePerSquareFoot,List Price,Sold Price,Sold Date,View,VwSpecify,ValueOfView,ValueOfSubArea,Sold Timestamp
806 63 KEEFER PLACE,VVWDT,500000,20.0,1.0,1.0,576.0,2000.0,16,1.0,1.0,3.1264999999999996,8.6806,50.9,50.0,2016-12-05,Yes,NORTH SHORE SKYLINE,1.0,2.0,1480896000.0
216 1330 BURRARD STREET,VVWDT,500000,35.0,1.0,1.0,599.0,1978.0,38,0.0,0.0,3.2977,8.3472,52.4,50.0,2016-10-06,Yes,COURTYARD,1.0,2.0,1475712000.0
1803 161 W GEORGIA STREET,VVWDT,501000,10.0,1.0,1.0,531.0,2012.0,4,0.0,0.0,2.5911,9.435,48.5,50.1,2016-11-07,Yes,WATER,3.0,2.0,1478476800.0
506 1080 PACIFIC STREET,VVWWE,502000,11.0,1.0,1.0,508.0,1981.0,35,1.0,1.0,2.6798,9.8819,44.8,50.2,2016-09-20,Yes,SOUTH/WEST TO ENGLISH BAY,1.0,3.0,1474329600.0
516 1330 BURRARD STREET,VVWDT,505000,0.0,1.0,1.0,602.0,1979.0,37,1.0,0.0,2.6108999999999996,8.3887,50.9,50.5,2016-11-05,Yes,COURTYARD,1.0,2.0,1478304000.0
401 1001 RICHARDS STREET,VVWDT,505000,58.0,1.0,1.0,575.0,2004.0,12,0.0,0.0,2.8,8.7826,49.99,50.5,2016-09-16,No,,-1.0,2.0,1473984000.0
505 68 SMITHE STREET,VVWDT,505000,63.0,1.0,1.0,505.0,2016.0,0,0.0,0.0,2.11,10.0,53.5,50.5,2016-10-04,Yes,INNER YARD - SWIMMING POOL,1.0,2.0,1475539200.0
902 68 SMITHE STREET,VVWDT,507000,24.0,1.0,1.0,505.0,2016.0,0,1.0,0.0,2.11,10.0396,51.0,50.7,2016-09-19,Yes,INNER YARD WITH SWIMMING POOL,1.0,2.0,1474243200.0
702 1068 HORNBY STREET,VVWDT,512999,6.0,1.0,1.0,549.0,2000.0,16,1.0,1.0,2.6823,9.344199999999999,47.8,51.2999,2016-10-12,Yes,"COURTHOUSE, MTNS, DOWNTOWN",1.0,2.0,1476230400.0
1203 108 W CORDOVA STREET,VVWDT,515000,22.0,1.0,1.0,682.0,2009.0,7,0.0,1.0,3.7327999999999997,7.5513,49.99,51.5,2016-10-18,Yes,CITY/WATER/MOUNTAIN,2.0,2.0,1476748800.0
2105 1001 RICHARDS STREET,VVWDT,520000,19.0,1.0,1.0,520.0,2004.0,12,0.0,1.0,2.6362,10.0,55.9,52.0,2016-12-18,Yes,VIEW,1.0,2.0,1482019200.0
2907 1068 HORNBY STREET,VVWDT,520000,32.0,1.0,1.0,549.0,2000.0,16,1.0,1.0,2.6823,9.4718,52.5,52.0,2016-10-30,Yes,"WATER, WEST END & CITY",2.0,2.0,1477785600.0
711 933 SEYMOUR STREET,VVWDT,520000,18.0,1.0,1.0,588.0,1998.0,18,0.0,0.0,2.1614,8.8435,52.5,52.0,2016-11-05,Yes,CITY VIEW,2.0,2.0,1478304000.0
1602 788 HAMILTON STREET,VVWDT,521000,14.0,1.0,1.0,576.0,2009.0,7,0.0,1.0,2.0349,9.0451,49.99,52.1,2016-10-25,Yes,CITYSCAPE,2.0,2.0,1477353600.0
1806 550 TAYLOR STREET,VVWDT,525000,3.0,1.0,1.0,588.0,2005.0,11,1.0,1.0,2.5,8.9286,49.99,52.5,2016-09-18,Yes,UNOBSTRUCTED MOUNTAIN & WATER,2.0,2.0,1474156800.0
205 1889 ALBERNI STREET,VVWWE,525000,78.0,1.0,1.0,483.0,1998.0,18,0.0,1.0,3.3426,10.8696,52.5,52.5,2016-10-20,Yes,"COAL HARBOUR, MARINA, PARK",3.0,3.0,1476921600.0
1201 58 KEEFER PLACE,VVWDT,526000,7.0,1.0,1.0,620.0,2007.0,9,1.0,1.0,2.88,8.4839,52.55,52.6,2016-10-05,Yes,"FALSE CREEK, MT BAKER & CITY",2.0,2.0,1475625600.0
207 1924 COMOX STREET,VVWWE,527000,8.0,1.0,1.0,768.0,1987.0,29,1.0,1.0,3.2623,6.862,49.9,52.7,2016-09-27,,,0.0,3.0,1474934400.0
609 939 EXPO BOULEVARD,VVWYA,527888,3.0,1.0,1.0,515.0,2005.0,11,1.0,1.0,2.728,10.2503,52.9888,52.7888,2016-10-08,Yes,CITY VIEW,2.0,4.0,1475884800.0
2003 939 EXPO BOULEVARD,VVWYA,528000,16.0,1.0,1.0,515.0,2005.0,12,0.0,1.0,2.7279,10.2524,52.88,52.8,2016-12-14,Yes,WATER & CITY,2.0,4.0,1481673600.0
701 1238 BURRARD STREET,VVWDT,528000,15.0,1.0,1.0,662.0,2004.0,12,0.0,1.0,3.15,7.9758000000000004,53.9,52.8,2016-10-18,Yes,CITY VIEW,2.0,2.0,1476748800.0
1707 1288 W GEORGIA STREET,VVWWE,529000,14.0,1.0,1.0,580.0,1998.0,18,1.0,1.0,3.1477,9.120700000000001,53.8,52.9,2016-11-15,,,0.0,3.0,1479168000.0
2102 111 W GEORGIA STREET,VVWDT,529000,5.0,1.0,1.0,648.0,2007.0,9,0.0,1.0,2.818,8.1636,52.9,52.9,2016-10-08,Yes,BC PLACE & FALSE CREEK,1.0,2.0,1475884800.0
1702 68 SMITHE STREET,VVWDT,530000,12.0,1.0,1.0,505.0,2016.0,0,0.0,0.0,2.11,10.495,53.8,53.0,2016-09-05,Yes,WATER FROM BALCONY,3.0,2.0,1473033600.0
411 1088 RICHARDS STREET,VVWYA,530000,12.0,1.0,1.0,576.0,2011.0,5,0.0,1.0,2.2147,9.2014,49.9,53.0,2016-10-23,No,,-1.0,4.0,1477180800.0
515 1372 SEYMOUR STREET,VVWDT,530000,88.0,1.0,1.0,585.0,2013.0,3,0.0,1.0,2.3009,9.059800000000001,53.88,53.0,2016-11-18,,,0.0,2.0,1479427200.0
1223 68 SMITHE STREET,VVWDT,532000,11.0,1.0,1.0,480.0,2016.0,0,1.0,1.0,2.23,11.0833,54.8,53.2,2016-10-09,Yes,PEAK-A-BOO VIEW OF FALSE CREEK,1.0,2.0,1475971200.0
1107 1325 ROLSTON STREET,VVWDT,532000,18.0,1.0,1.0,589.0,2013.0,3,0.0,1.0,2.2735,9.0323,54.5,53.2,2016-12-02,No,,-1.0,2.0,1480636800.0
201 1252 HORNBY STREET,VVWDT,535000,40.0,1.0,1.0,669.0,2008.0,8,0.0,1.0,3.4324,7.997000000000001,54.99,53.5,2016-09-19,,,0.0,2.0,1474243200.0
503 1252 HORNBY STREET,VVWDT,535000,4.0,1.0,1.0,636.0,2009.0,7,0.0,1.0,3.2662999999999998,8.411900000000001,53.8,53.5,2016-09-11,,,0.0,2.0,1473552000.0
506 907 BEACH AVENUE,VVWYA,535000,70.0,1.0,1.0,678.0,1994.0,22,0.0,1.0,3.22,7.8909,54.88,53.5,2016-10-17,,,0.0,4.0,1476662400.0
2207 33 SMITHE STREET,VVWYA,535000,7.0,1.0,1.0,550.0,2008.0,8,0.0,1.0,2.5057,9.7273,54.9,53.5,2016-09-13,Yes,NORTHWEST CITY VIEWS,2.0,4.0,1473724800.0
2502 788 HAMILTON STREET,VVWDT,535000,9.0,1.0,1.0,576.0,2009.0,7,0.0,1.0,2.0749,9.2882,51.9,53.5,2016-11-16,Yes,CITY AND FALSE CREEEK,2.0,2.0,1479254400.0
2603 161 W GEORGIA STREET,VVWDT,535000,18.0,1.0,1.0,517.0,2012.0,4,1.0,1.0,2.6341,10.348199999999999,54.9,53.5,2016-11-21,,,0.0,2.0,1479686400.0
2707 63 KEEFER PLACE,VVWDT,536000,1.0,1.0,1.0,590.0,2000.0,16,1.0,1.0,3.1919999999999997,9.0847,52.9,53.6,2016-10-25,Yes,"OCEAN, CITY, AND MOUNTAIN",2.0,2.0,1477353600.0
706 535 SMITHE STREET,VVWDT,537000,48.0,1.0,1.0,532.0,2010.0,6,1.0,0.0,2.2734,10.094,55.5,53.7,2016-11-03,No,,-1.0,2.0,1478131200.0
2707 128 W CORDOVA STREET,VVWDT,538000,7.0,1.0,1.0,652.0,2009.0,7,0.0,1.0,3.6438,8.2515,53.8,53.8,2016-11-09,Yes,"OPEN CITY VIEW, PARTIAL WATER",2.0,2.0,1478649600.0
1507 68 SMITHE STREET,VVWDT,538000,9.0,1.0,1.0,550.0,2016.0,0,1.0,0.0,2.5,9.781799999999999,57.0,53.8,2016-09-02,Yes,OCEAN & CITY,2.0,2.0,1472774400.0
1202 68 SMITHE STREET,VVWDT,539888,8.0,1.0,1.0,505.0,2016.0,0,1.0,0.0,2.11,10.6909,56.8,53.9888,2016-10-25,,,0.0,2.0,1477353600.0
705 565 SMITHE STREET,VVWDT,540000,7.0,1.0,1.0,532.0,2009.0,7,1.0,1.0,2.5417,10.1504,54.8,54.0,2016-10-19,,,0.0,2.0,1476835200.0
105 1111 HARO STREET,VVWWE,540000,11.0,1.0,1.0,710.0,1994.0,22,1.0,1.0,2.7879,7.605599999999999,56.2,54.0,2016-11-02,Yes,CITY VIEW NORTHWARD,2.0,3.0,1478044800.0
508 1133 HOMER STREET,VVWYA,540000,5.0,1.0,1.0,538.0,2008.0,8,0.0,1.0,2.0663,10.0372,53.9,54.0,2016-11-22,No,,-1.0,4.0,1479772800.0
1805 999 SEYMOUR STREET,VVWDT,540000,22.0,1.0,1.0,507.0,2014.0,2,1.0,1.0,2.1630000000000003,10.6509,57.0,54.0,2016-11-03,Yes,CITY VIEW,2.0,2.0,1478131200.0
2405 1288 W GEORGIA STREET,VVWWE,540000,9.0,1.0,1.0,602.0,1999.0,17,1.0,1.0,3.2642,8.9701,54.9,54.0,2016-10-16,Yes,CITY,2.0,3.0,1476576000.0
409 1050 BURRARD STREET,VVWDT,541000,41.0,1.0,1.0,625.0,1995.0,21,1.0,1.0,2.7927999999999997,8.656,56.5,54.1,2016-12-12,Yes,CITY VIEW,2.0,2.0,1481500800.0
1201 188 KEEFER PLACE,VVWDT,541689,15.0,1.0,1.0,649.0,2009.0,7,0.0,1.0,2.8225,8.346499999999999,52.5,54.1689,2016-10-04,Yes,CITY,2.0,2.0,1475539200.0
208 1280 NICOLA STREET,VVWWE,542000,8.0,1.0,1.0,736.0,1986.0,30,1.0,1.0,3.0827999999999998,7.3641,45.99,54.2,2016-11-15,Yes,ENGLISH BAY,1.0,3.0,1479168000.0
413 555 ABBOTT STREET,VVWDT,542000,12.0,2.0,1.0,830.0,1995.0,21,0.0,1.0,3.8017000000000003,6.5301,53.99,54.2,2016-09-18,No,,-1.0,2.0,1474156800.0
1402 833 SEYMOUR STREET,VVWDT,543000,20.0,1.0,1.0,578.0,2011.0,5,0.0,0.0,1.9394999999999998,9.3945,55.9,54.3,2016-09-19,,,0.0,2.0,1474243200.0
507 58 KEEFER PLACE,VVWDT,544000,11.0,1.0,1.0,686.0,2007.0,9,0.0,1.0,3.1279000000000003,7.93,53.8,54.4,2016-10-07,No,,-1.0,2.0,1475798400.0
1206 1238 RICHARDS STREET,VVWYA,545000,6.0,1.0,1.0,737.0,1998.0,18,0.0,0.0,3.5806999999999998,7.3948,56.0,54.5,2016-11-07,Yes,EMERY BARNES PARK & MTNS,1.0,4.0,1478476800.0
1202 1003 BURNABY STREET,VVWWE,545000,5.0,1.0,1.0,644.0,1999.0,17,1.0,1.0,3.7003,8.4627,55.0,54.5,2016-09-05,Yes,CITY VIEW,2.0,3.0,1473033600.0
2007 1420 W GEORGIA STREET,VVWWE,545000,19.0,1.0,1.0,547.0,2003.0,13,0.0,1.0,2.6,9.9634,55.0,54.5,2016-10-04,Yes,S.W. OVER ENGLISH BAY,1.0,3.0,1475539200.0
712 1372 SEYMOUR STREET,VVWDT,545000,27.0,1.0,1.0,580.0,2014.0,2,0.0,1.0,2.3,9.3966,54.9,54.5,2016-09-06,,,0.0,2.0,1473120000.0
2102 1330 HARWOOD STREET,VVWWE,549000,6.0,2.0,2.0,802.0,1973.0,43,1.0,1.0,4.0827,6.8454,54.9,54.9,2016-10-18,Yes,DOWNTOWN MOUNTAIN VIEW,2.0,3.0,1476748800.0
1008 1199 SEYMOUR STREET,VVWDT,549000,10.0,1.0,1.0,632.0,2005.0,11,1.0,1.0,2.8172,8.6867,54.99,54.9,2016-10-12,Yes,BRIGHTCITY OUTLOOK,2.0,2.0,1476230400.0
502 531 BEATTY STREET,VVWDT,549900,7.0,1.0,1.0,533.0,2007.0,9,0.0,1.0,2.7678,10.3171,54.99,54.99,2016-10-31,Yes,QUIET CITY & MOUNTAINS,2.0,2.0,1477872000.0
501 183 KEEFER PLACE,VVWDT,550000,10.0,1.0,1.0,758.0,1996.0,20,0.0,1.0,3.4712,7.2559000000000005,52.99,55.0,2016-11-28,Yes,"COURTYARD, PRIVATE URBAN VIEW",1.0,2.0,1480291200.0
2702 108 W CORDOVA STREET,VVWDT,550000,13.0,1.0,1.0,630.0,2009.0,7,0.0,1.0,3.4958,8.7302,53.8,55.0,2016-09-20,Yes,"WATER, MOUNTAINS & CITY",2.0,2.0,1474329600.0
306 1388 NELSON STREET,VVWWE,550000,3.0,1.0,1.0,679.0,1998.0,18,0.0,1.0,3.2714999999999996,8.1001,55.0,55.0,2016-10-20,Yes,CITY VIEW,2.0,3.0,1476921600.0
1015 610 GRANVILLE STREET,VVWDT,550000,16.0,1.0,1.0,515.0,2006.0,10,0.0,1.0,2.063,10.6796,54.8,55.0,2016-09-06,Yes,CITY AND MOUNTAIN,2.0,2.0,1473120000.0
1008 1723 ALBERNI STREET,VVWWE,555000,16.0,1.0,1.0,579.0,1997.0,19,1.0,1.0,2.9339,9.5855,57.9,55.5,2016-10-18,Yes,CITY AND PARTIAL WATER,2.0,3.0,1476748800.0
1102 1010 RICHARDS STREET,VVWYA,555000,12.0,1.0,1.0,568.0,2003.0,13,1.0,1.0,2.6849000000000003,9.7711,56.98,55.5,2016-12-12,Yes,CITY - NORTHWEST,2.0,4.0,1481500800.0
907 1495 RICHARDS STREET,VVWYA,555000,8.0,1.0,1.0,557.0,2004.0,12,0.0,1.0,2.7017,9.9641,59.99,55.5,2016-10-25,Yes,PARTIAL VIEW OF FALSE CREEK,1.0,4.0,1477353600.0
1204 1010 RICHARDS STREET,VVWYA,555000,41.0,1.0,1.0,568.0,2003.0,13,1.0,1.0,2.75,9.7711,56.99,55.5,2016-11-21,Yes,CITY,2.0,4.0,1479686400.0
2305 969 RICHARDS STREET,VVWDT,555000,29.0,1.0,1.0,595.0,2002.0,14,1.0,1.0,3.0751,9.3277,57.2,55.5,2016-09-27,Yes,"MOUNTAINS, WATER, LANDMARKS",2.0,2.0,1474934400.0
1201 969 RICHARDS STREET,VVWDT,555000,60.0,1.0,1.0,585.0,2002.0,14,1.0,1.0,3.07,9.4872,56.9,55.5,2016-12-09,No,,-1.0,2.0,1481241600.0
703 933 SEYMOUR STREET,VVWDT,556000,14.0,0.0,1.0,730.0,1998.0,18,0.0,1.0,2.7547,7.6164,55.9,55.6,2016-11-14,Yes,CITY VIEWS,2.0,2.0,1479081600.0
2104 999 SEYMOUR STREET,VVWDT,557000,33.0,1.0,1.0,503.0,2014.0,3,1.0,1.0,2.1179,11.073599999999999,56.8,55.7,2016-12-24,Yes,CITY VIEW,2.0,2.0,1482537600.0
2401 1155 SEYMOUR STREET,VVWDT,558000,10.0,1.0,1.0,540.0,2005.0,11,1.0,1.0,2.3871,10.3333,56.99,55.8,2016-09-19,Yes,CITY & MOUNTAIN,2.0,2.0,1474243200.0
1902 111 W GEORGIA STREET,VVWDT,560000,7.0,1.0,1.0,626.0,2007.0,9,0.0,1.0,2.758,8.9457,53.5,56.0,2016-11-25,,,0.0,2.0,1480032000.0
503 1050 SMITHE STREET,VVWWE,560000,6.0,1.0,1.0,635.0,2005.0,11,0.0,1.0,3.1430000000000002,8.8189,54.9,56.0,2016-09-12,,,0.0,3.0,1473638400.0
2306 999 SEYMOUR STREET,VVWDT,560000,14.0,1.0,1.0,507.0,2014.0,2,0.0,1.0,2.1179,11.045399999999999,57.88,56.0,2016-12-07,Yes,UNOBSTRUCTED CITY VIEW,2.0,2.0,1481068800.0
2204 128 W CORDOVA STREET,VVWDT,560000,8.0,1.0,1.0,646.0,2009.0,7,0.0,1.0,3.5841000000000003,8.6687,51.9,56.0,2016-12-20,Yes,WATER AND MOUNTAIN VIEWS,2.0,2.0,1482192000.0
1005 68 SMITHE STREET,VVWDT,561000,38.0,1.0,1.0,505.0,2016.0,0,1.0,1.0,2.11,11.1089,64.88,56.1,2016-09-16,,,0.0,2.0,1473984000.0
2207 1295 RICHARDS STREET,VVWDT,562888,7.0,1.0,1.0,550.0,2003.0,13,0.0,1.0,2.1664,10.2343,49.99,56.2888,2016-09-19,Yes,CITY & WATER,2.0,2.0,1474243200.0
3408 128 W CORDOVA STREET,VVWDT,564000,16.0,1.0,1.0,745.0,2009.0,7,0.0,1.0,4.121700000000001,7.570499999999999,59.8,56.4,2016-10-19,Yes,IMMACULATE CITY & WATER,2.0,2.0,1476835200.0
509 1018 CAMBIE STREET,VVWYA,565000,8.0,1.0,1.0,710.0,1998.0,18,0.0,1.0,3.5188,7.9577,55.9,56.5,2016-11-18,Yes,INNER COURTYARD/GREENSPACE,1.0,4.0,1479427200.0
1704 1420 W GEORGIA STREET,VVWWE,566000,12.0,1.0,1.0,560.0,2002.0,14,1.0,1.0,2.5995,10.1071,56.9,56.6,2016-10-24,Yes,CITY & WATER VIEWS,2.0,3.0,1477267200.0
405 1072 HAMILTON STREET,VVWYA,567000,8.0,1.0,1.0,649.0,2000.0,16,1.0,0.0,3.3837,8.7365,57.45,56.7,2016-09-27,,,0.0,4.0,1474934400.0
302 310 WATER STREET,VVWDT,567000,13.0,1.0,1.0,713.0,2003.0,13,0.0,0.0,2.8,7.9523,59.5,56.7,2016-09-13,,,0.0,2.0,1473724800.0
902 1328 W PENDER STREET,VVWCB,567000,13.0,1.0,1.0,630.0,2003.0,14,0.0,1.0,2.4112999999999998,9.0,59.8,56.7,2016-12-28,Yes,SOUTHWEST,1.0,1.0,1482883200.0
311 1088 RICHARDS STREET,VVWYA,568000,16.0,1.0,1.0,580.0,2011.0,5,0.0,1.0,2.5557,9.793099999999999,56.8,56.8,2016-10-05,,,0.0,4.0,1475625600.0
3701 1009 EXPO BOULEVARD,VVWYA,568000,33.0,1.0,1.0,689.0,1997.0,19,0.0,1.0,3.3974,8.2438,59.9,56.8,2016-10-09,Yes,CITY/MOUNTAIN/ WATER,2.0,4.0,1475971200.0
3107 33 SMITHE STREET,VVWYA,569000,38.0,1.0,1.0,538.0,2008.0,8,0.0,1.0,2.5057,10.576199999999998,58.8,56.9,2016-09-12,Yes,CITY & MOUNTAIN,2.0,4.0,1473638400.0
301 933 SEYMOUR STREET,VVWDT,569000,1.0,1.0,2.0,833.0,1998.0,18,0.0,1.0,2.8394,6.8307,55.9,56.9,2016-09-16,,,0.0,2.0,1473984000.0
1505 1020 HARWOOD STREET,VVWWE,569500,19.0,1.0,1.0,756.0,1989.0,27,1.0,6.0,4.0,7.533099999999999,58.3,56.95,2016-11-01,Yes,CITY AND FALSE CREEK,2.0,3.0,1477958400.0
602 1323 HOMER STREET,VVWYA,570000,9.0,1.0,1.0,735.0,2013.0,3,0.0,0.0,3.0526,7.7551,58.8,57.0,2016-11-05,Yes,CITY & TREED STREET VIEWS,2.0,4.0,1478304000.0
1702 1010 RICHARDS STREET,VVWYA,570000,6.0,1.0,1.0,568.0,2003.0,13,0.0,1.0,2.6849000000000003,10.0352,55.0,57.0,2016-11-21,Yes,CITY,2.0,4.0,1479686400.0
801 928 RICHARDS STREET,VVWYA,570000,7.0,1.0,1.0,586.0,2000.0,16,1.0,1.0,2.9597,9.727,56.9,57.0,2016-10-03,Yes,CITY VIEWS,2.0,4.0,1475452800.0
1601 1331 ALBERNI STREET,VVWWE,570000,6.0,1.0,1.0,592.0,1999.0,17,1.0,1.0,2.9810000000000003,9.628400000000001,58.9,57.0,2016-12-05,Yes,NE OPEN CITY VIEW W/SOME WATER,2.0,3.0,1480896000.0
701 1127 BARCLAY STREET,VVWWE,570000,12.0,2.0,1.0,829.0,1982.0,34,1.0,0.0,3.8103,6.875800000000001,57.95,57.0,2016-10-05,Yes,CITY,2.0,3.0,1475625600.0
207 535 SMITHE STREET,VVWDT,571000,7.0,1.0,1.0,650.0,2011.0,5,1.0,1.0,2.8,8.784600000000001,52.0,57.1,2016-09-14,,,0.0,2.0,1473811200.0
1605 68 SMITHE STREET,VVWDT,573000,4.0,1.0,1.0,505.0,2016.0,0,1.0,1.0,2.11,11.3465,58.8,57.3,2016-09-27,Yes,WATERT AND CITY,2.0,2.0,1474934400.0
1202 969 RICHARDS STREET,VVWDT,575000,10.0,1.0,1.0,660.0,2002.0,14,0.0,1.0,3.3029,8.7121,54.98,57.5,2016-09-22,Yes,CITY,2.0,2.0,1474502400.0
1702 1001 HOMER STREET,VVWYA,575000,17.0,1.0,1.0,600.0,2005.0,11,1.0,1.0,3.85,9.583300000000001,58.5,57.5,2016-11-13,Yes,CITY VIEW,2.0,4.0,1478995200.0
1006 1225 RICHARDS STREET,VVWDT,575000,6.0,1.0,1.0,592.0,2003.0,13,1.0,1.0,2.5411,9.7128,59.9,57.5,2016-09-18,Yes,VIEWS OF PARKS & ROOF GARDENS,1.0,2.0,1474156800.0
1303 977 MAINLAND STREET,VVWYA,575000,5.0,1.0,1.0,514.0,2007.0,9,1.0,1.0,2.237,11.1868,57.9,57.5,2016-09-11,Yes,"CITY, NS MOUNTAIN TOP",2.0,4.0,1473552000.0
1203 928 RICHARDS STREET,VVWYA,576000,5.0,1.0,1.0,585.0,1999.0,17,1.0,1.0,2.9446,9.8462,58.6,57.6,2016-11-19,Yes,CITY VIEWS,2.0,4.0,1479513600.0
1003 1351 CONTINENTAL STREET,VVWDT,577500,3.0,1.0,1.0,498.0,2014.0,2,1.0,1.0,2.9968,11.596400000000001,58.8,57.75,2016-11-19,Yes,CITY VIEW,2.0,2.0,1479513600.0
1230 933 HORNBY STREET,VVWDT,579000,21.0,1.0,1.0,612.0,2005.0,11,0.0,1.0,0.0001,9.4608,58.9,57.9,2016-11-22,Yes,EAST FACING CITY VIEW,2.0,2.0,1479772800.0
1007 1495 RICHARDS STREET,VVWYA,580000,95.0,1.0,1.0,557.0,2004.0,12,0.0,1.0,2.7017,10.4129,60.99,58.0,2016-10-22,,,0.0,4.0,1477094400.0
2102 1155 SEYMOUR STREET,VVWDT,582000,2.0,1.0,1.0,580.0,2005.0,11,1.0,1.0,2.5307,10.034500000000001,57.98,58.2,2016-09-22,Yes,CITY & MOUNTAIN VIEWS,2.0,2.0,1474502400.0
2401 1199 SEYMOUR STREET,VVWDT,584000,27.0,1.0,1.0,582.0,2005.0,11,1.0,1.0,2.5784,10.0344,58.9,58.4,2016-10-05,Yes,PARTIAL WATER & FULL CITY VIEW,2.0,2.0,1475625600.0
1807 939 EXPO STREET,VVWYA,584500,20.0,1.0,1.0,615.0,2005.0,11,1.0,1.0,3.4326999999999996,9.5041,59.8,58.45,2016-12-14,Yes,YALETOWN/CITY,2.0,4.0,1481673600.0
808 777 RICHARDS STREET,VVWDT,585000,113.0,1.0,1.0,569.0,2016.0,0,0.0,0.0,2.8043,10.281199999999998,63.5,58.5,2016-12-07,No,,-1.0,2.0,1481068800.0
1511 939 EXPO BOULEVARD,VVWYA,585000,23.0,1.0,1.0,611.0,2005.0,11,0.0,1.0,3.3086,9.5745,59.98,58.5,2016-11-24,Yes,CITY & WATER,2.0,4.0,1479945600.0
103 1655 NELSON STREET,VVWWE,585000,5.0,2.0,1.0,887.0,1972.0,44,1.0,1.0,4.5579,6.5953,59.9,58.5,2016-10-04,No,,-1.0,3.0,1475539200.0
2502 610 GRANVILLE STREET,VVWDT,588000,7.0,1.0,1.0,580.0,2008.0,8,0.0,1.0,2.3209,10.1379,57.8,58.8,2016-09-05,Yes,CITY VIEW,2.0,2.0,1473033600.0
1101 918 COOPERAGE WAY,VVWYA,588000,8.0,1.0,1.0,664.0,2008.0,8,0.0,1.0,2.8888,8.8554,59.9,58.8,2016-09-20,No,,-1.0,4.0,1474329600.0
1402 989 NELSON STREET,VVWDT,590000,8.0,2.0,2.0,659.0,1995.0,21,1.0,0.0,4.1956,8.953,57.8,59.0,2016-09-27,Yes,CITY VIEW,2.0,2.0,1474934400.0
310 977 MAINLAND STREET,VVWYA,590000,5.0,1.0,1.0,608.0,2006.0,10,1.0,1.0,2.8432999999999997,9.703899999999999,59.0,59.0,2016-12-19,Yes,CITY PARK,2.0,4.0,1482105600.0
803 68 SMITHE STREET,VVWDT,590000,14.0,1.0,1.0,565.0,2016.0,0,0.0,1.0,2.6632,10.4425,61.8,59.0,2016-10-06,Yes,FALSE CREEK & POOL DECK,1.0,2.0,1475712000.0
2207 977 MAINLAND STREET,VVWYA,590000,6.0,1.0,1.0,561.0,2007.0,9,1.0,1.0,2.4234,10.5169,59.9,59.0,2016-09-18,Yes,CITY VIEWS,2.0,4.0,1474156800.0
2010 909 MAINLAND STREET,VVWYA,591000,64.0,1.0,1.0,573.0,2007.0,10,1.0,1.0,2.3505000000000003,10.314100000000002,61.8,59.1,2016-12-20,,,0.0,4.0,1482192000.0
2604 977 MAINLAND STREET,VVWYA,591500,8.0,1.0,1.0,502.0,2007.0,9,1.0,1.0,2.3445,11.7829,61.8,59.15,2016-11-17,Yes,"GORGEOUS, MOUNTAIN , BC PLACE",2.0,4.0,1479340800.0
P9 1855 NELSON STREET,VVWWE,595000,7.0,1.0,1.0,933.0,1976.0,40,1.0,1.0,2.8691000000000004,6.3773,49.8,59.5,2016-09-26,,,0.0,3.0,1474848000.0
1105 930 CAMBIE STREET,VVWYA,595000,71.0,2.0,2.0,825.0,1994.0,22,0.0,1.0,3.9753,7.2121,59.99,59.5,2016-11-17,Yes,"WEST, YALETOWN & CITY",2.0,4.0,1479340800.0
2203 1328 W PENDER STREET,VVWCB,595000,7.0,1.0,1.0,606.0,2003.0,13,1.0,1.0,2.2329,9.8185,61.99,59.5,2016-09-11,Yes,COAL HARBOUR & MOUNTAIN VIEW,2.0,1.0,1473552000.0
702 1055 RICHARDS STREET,VVWDT,595000,6.0,1.0,1.0,575.0,2009.0,7,1.0,1.0,2.4442,10.3478,59.99,59.5,2016-12-04,Yes,CITY VIEWS,2.0,2.0,1480809600.0
202 66 W CORDOVA STREET,VVWDT,597000,56.0,2.0,2.0,791.0,2012.0,4,1.0,1.0,3.1881,7.5474,59.8,59.7,2016-11-24,,"GASTOWN, DOWNTOWN VANCOUVER",0.0,2.0,1479945600.0
1108 1055 RICHARDS STREET,VVWDT,598800,14.0,1.0,1.0,574.0,2009.0,7,1.0,1.0,2.49,10.4321,59.99,59.88,2016-11-07,Yes,CITY,2.0,2.0,1478476800.0
601 53 W HASTINGS STREET,VVWDT,600000,5.0,1.0,1.0,795.0,2008.0,8,1.0,0.0,2.9549000000000003,7.5472,59.99,60.0,2016-10-17,Yes,CITY,2.0,2.0,1476662400.0
2110 233 ROBSON STREET,VVWDT,600000,32.0,1.0,1.0,608.0,2009.0,7,0.0,1.0,2.2315,9.868400000000001,59.9,60.0,2016-09-09,Yes,"CITY, PARTIAL WATER/MTNS",2.0,2.0,1473379200.0
1905 68 SMITHE STREET,VVWDT,600000,37.0,1.0,1.0,505.0,2016.0,0,1.0,1.0,2.11,11.8812,60.6,60.0,2016-11-24,,,0.0,2.0,1479945600.0
902 1055 RICHARDS STREET,VVWDT,600000,10.0,1.0,1.0,566.0,2009.0,7,1.0,1.0,2.4809,10.6007,59.5,60.0,2016-11-14,Yes,NW OVERLOOKING YALETOWN,1.0,2.0,1479081600.0
