"Address","S/A","Price","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","SP Sqft","List Price","Sold Price","Sold Date","View","VwSpecify"
"805 950 DRAKE STREET","VVWDT","$250,000","9","0","1","462","1978","37","Yes","0","$184.10","$541.13","$259,900","$250,000","2/19/2015","Yes","CITY VIEWS"
"1901 789 DRAKE STREET","VVWDT","$250,000","90","0","1","395","1991","24",,"0","$190.00","$632.91","$258,888","$250,000","4/2/2015","Yes","City View"
"107 1250 BURNABY STREET","VVWWE","$253,000","5","1","1","550","1966","49","No",,"$535.00","$460.00","$259,900","$253,000","2/15/2015",,
"1107 1003 PACIFIC STREET","VVWWE","$256,000","3","0","1","422","1997","18","Yes","1","$210.85","$606.64","$267,900","$256,000","4/23/2015","Yes","CITY VIEW"
"511 1333 HORNBY STREET","VVWDT","$257,000","0","0","1","461","1977","38",,"1","$205.09","$557.48","$259,900","$257,000","2/28/2015",,
"506 1720 BARCLAY STREET","VVWWE","$261,000","10","1","1","650","1965","50","Yes","0","$385.00","$401.54","$268,000","$261,000","4/16/2015","Yes","Trees & Mountains"
"204 1565 BURNABY STREET","VVWWE","$265,000","157","1","1","700","1948","66","Yes",,"$269.00","$378.57","$278,000","$265,000","4/1/2015","No",
"422 1330 BURRARD STREET","VVWDT","$265,500","7","1","1","530","1978","37","No",,"$233.34","$500.94","$279,800","$265,500","3/27/2015",,
"308 1330 HARWOOD STREET","VVWWE","$267,500","7","1","1","620","1970","45","Yes","1","$327.07","$431.45","$274,800","$267,500","4/30/2015","Yes","English Bay"
"615 1040 PACIFIC STREET","VVWWE","$270,000","81","1","1","502","1982","32","Yes",,"$240.82","$537.85","$279,900","$270,000","3/3/2015","Yes","PARTIAL VIEW OF ENGLISH BAY"
"607 1003 PACIFIC STREET","VVWWE","$271,500","30","0","1","428","1998","17",,"1","$210.85","$634.35","$279,900","$271,500","2/4/2015",,
"603 1188 HOWE STREET","VVWDT","$274,500","30","1","1","484","1994","21","Yes","1","$256.14","$567.15","$279,900","$274,500","4/11/2015","No",
"721 1330 BURRARD STREET","VVWDT","$275,000","6","1","1","530","1978","37",,"1","$239.86","$518.87","$264,800","$275,000","3/18/2015","Yes","Quiet Courtyard view"
"901 1108 NICOLA STREET","VVWWE","$275,000","36","0","1","433","1976","39","No",,"$239.95","$635.10","$279,900","$275,000","2/24/2015","Yes","ENGLISH BAY & WEST END"
"1212 1238 SEYMOUR STREET","VVWDT","$282,000","140","0","1","467","1996","18","No","0","$184.00","$603.85","$288,000","$282,000","1/26/2015","Yes","CITY & WATER"
"306 1075 COMOX STREET","VVWWE","$285,000","2","2","1","800","1970","45",,,"$341.44","$356.25","$288,000","$285,000","1/23/2015",,
"202 233 ABBOTT STREET","VVWDT","$285,000","3","1","1","544","1996","19","No","0","$212.70","$523.90","$289,000","$285,000","3/9/2015",,
"1703 63 KEEFER PLACE","VVWDT","$286,000","82","0","1","427","2000","14","Yes","1","$210.00","$669.79","$299,000","$286,000","2/21/2015","Yes","GORGEOUS WATER, CITY AND MOUNT"
"502 233 ABBOTT STREET","VVWDT","$289,000","1","0","1","540","1996","19","No","0","$210.75","$535.19","$289,000","$289,000","3/25/2015","Yes","North Shore Mountains"
"303 1367 ALBERNI STREET","VVWWE","$289,500","1","0","1","400","1999","16","Yes","1","$190.00","$723.75","$295,000","$289,500","1/17/2015",,
"PH2 1100 HARWOOD STREET","VVWWE","$290,000","7","1","1","673","1966","49","Yes",,"$562.10","$430.91","$299,900","$290,000","2/18/2015","Yes","CITY AND MOUNTAINS"
"408 1975 PENDRELL STREET","VVWWE","$293,500","2","1","1","420","1957","58","Yes",,"$228.23","$698.81","$259,900","$293,500","4/1/2015","No",
"302 1435 NELSON STREET","VVWWE","$295,000","1","1","1","642","1976","39","Yes","1","$372.69","$459.50","$315,000","$295,000","4/1/2015","No",
"414 1215 PACIFIC STREET","VVWWE","$295,000","9","1","1","512","1977","38","Yes","1","$199.00","$576.17","$299,000","$295,000","1/29/2015",,
"613 1010 HOWE STREET","VVWDT","$296,500","7","1","1","478","1982","33",,"1","$233.32","$620.29","$295,000","$296,500","1/23/2015","Yes","CITY VIEW"
"1206 928 BEATTY STREET","VVWYA","$300,000","6","0","1","443","2005","10","Yes","0","$228.88","$677.20","$293,000","$300,000","2/16/2015",,
"1010 1331 ALBERNI STREET","VVWWE","$301,500","6","0","1","438","1999","16","Yes","1","$222.19","$688.36","$299,000","$301,500","3/10/2015","Yes","Peek-A-Boo-Water View"
"1010 989 NELSON STREET","VVWDT","$305,000","33","1","1","496","1995","20",,,"$296.00","$614.92","$325,000","$305,000","3/28/2015","Yes","MOUNTAINS, CITY"
"1204 888 HOMER STREET","VVWDT","$305,000","52","0","1","442","2011","3","Yes","0","$254.97","$690.05","$312,000","$305,000","1/24/2015","Yes","GREENED ROOF TOP"
"404 1140 PENDRELL STREET","VVWWE","$305,000","3","1","1","590","1976","39","Yes","1","$241.71","$516.95","$299,900","$305,000","1/20/2015",,
"310 1435 NELSON STREET","VVWWE","$305,000","88","1","1","754","1976","38",,"1","$486.00","$404.51","$319,000","$305,000","1/28/2015",,
"2203 1199 SEYMOUR STREET","VVWDT","$306,000","88","0","1","440","2005","9","Yes","0","$199.15","$695.45","$314,900","$306,000","2/13/2015","Yes","EMERY BARNES PARK"
"1507 1155 SEYMOUR STREET","VVWDT","$310,000","29","0","1","412","2005","10","Yes",,"$184.59","$752.43","$320,000","$310,000","2/26/2015","Yes","CITY VIEW"
"416 1040 PACIFIC STREET","VVWWE","$310,000","47","1","1","828","1981","34","Yes",,"$397.40","$374.40","$329,000","$310,000","4/15/2015",,
"407 555 JERVIS STREET","VVWCB","$310,000","77","0","1","484","1996","19","Yes","1","$239.96","$640.50","$325,000","$310,000","3/24/2015","Yes","STREETSCAPE AND CITY VIEWS"
"416 1045 HARO STREET","VVWWE","$313,000","4","1","1","549","1981","34","No","1","$285.78","$570.13","$319,900","$313,000","2/3/2015","Yes","CITY VIEW"
"703 1212 HOWE STREET","VVWDT","$314,000","21","1","1","421","2008","7","No","0","$180.00","$745.84","$318,888","$314,000","4/7/2015","Yes","TOWARDS WALL CENTER AND MOUNTAIN"
"306 989 RICHARDS STREET","VVWDT","$315,000","23","0","1","465","2001","14","Yes",,"$185.00","$677.42","$315,000","$315,000","3/27/2015",,
"509 1045 HARO STREET","VVWWE","$317,000","3","1","1","603","1981","34",,,"$222.00","$525.70","$325,000","$317,000","3/5/2015",,
"1701 438 SEYMOUR STREET","VVWDT","$317,000","148","1","1","534","1996","18","Yes","1","$347.71","$593.63","$328,000","$317,000","4/5/2015","Yes","CITY"
"512 1216 HOMER STREET","VVWYA","$319,000","7","0","1","457","1997","18","Yes","0","$240.02","$698.03","$319,000","$319,000","1/12/2015","Yes","CITY LIGHTS"
"1113 989 NELSON STREET","VVWDT","$319,500","44","1","1","496","1995","20","Yes","0","$293.00","$644.15","$329,000","$319,500","3/7/2015","Yes","MOUNTAINS, OCEAN, CITY"
"704 1850 COMOX STREET","VVWWE","$319,900","21","1","1","582","1968","47","Yes","1","$294.00","$549.66","$319,900","$319,900","4/13/2015","Yes","ENGLISH BAY VIEWS"
"315 1295 RICHARDS STREET","VVWDT","$320,000","14","0","1","449","2003","12","Yes","0","$169.82","$712.69","$339,000","$320,000","4/15/2015",,
"305 789 DRAKE STREET","VVWDT","$320,000","6","1","1","580","1991","24","Yes","1","$236.82","$551.72","$325,000","$320,000","3/2/2015",,
"1803 1225 RICHARDS STREET","VVWDT","$320,000","14","0","1","401","2004","11","Yes","0","$159.60","$798.00","$333,888","$320,000","1/19/2015","Yes","CITY, PARK & MOUNTAIN"
"202 1146 HARWOOD STREET","VVWWE","$322,000","8","1","1","595","1974","41","Yes","1","$230.61","$541.18","$325,000","$322,000","4/28/2015","Yes","Landscaped gardens & a little of English Bay"
"402 910 BEACH AVENUE","VVWYA","$325,000","15","0","1","447","1997","18",,"1","$239.40","$727.07","$335,000","$325,000","1/21/2015","Yes","FALSE CREEK"
"2002 938 SMITHE STREET","VVWDT","$327,000","1","0","1","449","2005","10","Yes","0","$176.00","$728.29","$339,900","$327,000","3/31/2015","Yes","Inner Courtyard"
"1001 999 SEYMOUR STREET","VVWDT","$327,400","3","0","1","468","2014","1",,,"$198.50","$699.57","$327,400","$327,400","4/23/2015",,
"503 1003 BURNABY STREET","VVWWE","$327,890","55","1","1","518","1999","15","Yes","1","$275.00","$632.99","$289,000","$327,890","1/8/2015","Yes","City"
"1707 1850 COMOX STREET","VVWWE","$328,000","1","1","1","651","1968","47","Yes","0","$332.00","$503.84","$329,900","$328,000","1/9/2015","Yes","UNOBSTRUCTED CITY & MOUNTAINS"
"606 811 HELMCKEN STREET","VVWDT","$328,000","42","1","1","589","1995","19","Yes","1","$277.91","$556.88","$334,900","$328,000","1/19/2015","Yes","DOWNTOWN"
"215 950 DRAKE STREET","VVWDT","$329,100","93","1","1","622","1978","37","Yes",,"$247.86","$529.10","$324,900","$329,100","4/10/2015","Yes","COURTYARD"
"1003 1010 HOWE STREET","VVWDT","$329,999","43","1","1","526","1982","33","Yes","0","$279.32","$627.37","$329,999","$329,999","4/7/2015","Yes","CITY & MOUNTAIN"
"609 969 RICHARDS STREET","VVWDT","$330,000","6","0","1","424","2002","13","Yes","1","$177.15","$778.30","$325,000","$330,000","3/9/2015","Yes","City"
"304 989 BEATTY STREET","VVWYA","$330,000","49","0","1","472","2004","11","Yes","1","$196.07","$699.15","$339,000","$330,000","3/23/2015","No",
"202 1040 PACIFIC STREET","VVWWE","$330,000","18","2","1","710","1981","33","Yes","0","$323.30","$464.79","$345,000","$330,000","1/9/2015","No",
"408 811 HELMCKEN STREET","VVWDT","$330,000","161","1","1","589","1995","19","Yes","1","$277.00","$560.27","$335,000","$330,000","1/14/2015","Yes","URBAN/CITY SKYLINE, TREED OUTL"
"1411 610 GRANVILLE STREET","VVWDT","$331,000","40","0","1","419","2006","9",,,"$160.00","$789.98","$358,800","$331,000","3/19/2015","No",
"1110 1333 W GEORGIA STREET","VVWCB","$331,000","70","0","1","420","1969","45","Yes","1","$191.07","$788.10","$335,000","$331,000","2/9/2015","Yes","Views of downtown city"
"111 1550 BARCLAY STREET","VVWWE","$333,000","17","1","1","610","1981","34",,"1","$240.00","$545.90","$345,000","$333,000","3/9/2015","Yes","TREE LINED STREET VIEW - NICE"
"707 1225 RICHARDS STREET","VVWDT","$334,500","1","0","1","401","2002","13","Yes","1","$159.60","$834.16","$329,000","$334,500","3/24/2015","Yes","SOUTHERN CITY & GARDENS"
"304 1060 BARCLAY STREET","VVWWE","$334,500","40","1","1","653","1983","32","No","1","$231.73","$512.25","$339,000","$334,500","3/31/2015","No",
"1507 811 HELMCKEN STREET","VVWDT","$335,000","26","1","1","547","1995","20","Yes","1","$256.18","$612.43","$338,000","$335,000","3/10/2015",,
"506 828 CARDERO STREET","VVWWE","$335,000","34","1","1","555","2003","12","Yes","1","$216.90","$603.60","$349,900","$335,000","2/23/2015",,
"1901 999 SEYMOUR STREET","VVWDT","$336,915","15","0","1","468","2014","1",,,"$170.01","$719.90","$355,900","$336,915","3/10/2015","No",
"903 1010 RICHARDS STREET","VVWYA","$337,000","9","1","1","465","2004","11","No","0","$213.56","$724.73","$347,500","$337,000","4/2/2015","Yes","NORTH OVER CITY"
"2203 938 SMITHE STREET","VVWDT","$337,000","36","0","1","462","2005","10","Yes","0","$176.00","$729.44","$345,000","$337,000","3/26/2015","Yes","Fantastic City Views"
"206 1280 NICOLA STREET","VVWWE","$338,000","111","1","1","600","1988","26","Yes","1","$240.99","$563.33","$345,000","$338,000","1/27/2015","No",
"1201 1331 W GEORGIA STREET","VVWCB","$338,000","1","1","1","556","1997","18","No","1","$352.95","$607.91","$368,000","$338,000","2/12/2015","Yes","CITY AND PARTIAL WATER FROM"
"702 1967 BARCLAY STREET","VVWWE","$338,000","3","1","1","550","1969","46","Yes",,"$328.82","$614.55","$339,900","$338,000","1/8/2015","Yes","URBAN"
"706 1177 HORNBY STREET","VVWDT","$338,750","7","1","1","671","1982","33","Yes","1","$300.00","$504.84","$345,500","$338,750","3/31/2015","Yes","English Bay"
"809 66 W CORDOVA STREET","VVWDT","$340,000","8","1","1","541","2012","3","Yes","0","$211.29","$628.47","$344,000","$340,000","3/3/2015","Yes","Gastown & North Shore Mountains"
"202 1178 HAMILTON STREET","VVWYA","$340,076","10","0","1","512","1996","19","Yes","0","$254.31","$664.21","$315,000","$340,076","2/15/2015","No",
"603 1008 CAMBIE STREET","VVWYA","$342,000","6","1","1","596","1997","18",,"0","$280.87","$573.83","$359,000","$342,000","3/1/2015","No",
"1103 1003 BURNABY STREET","VVWWE","$342,800","36","1","1","518","1999","16","Yes","2","$282.00","$661.78","$354,900","$342,800","3/14/2015",,
"1509 438 SEYMOUR STREET","VVWDT","$344,000","16","1","1","560","1996","19","Yes","1","$371.42","$614.29","$349,900","$344,000","3/5/2015","Yes","DOWNTOWN"
"1606 939 EXPO BOULEVARD","VVWYA","$345,000","42","0","1","446","2005","10","No","1","$228.88","$773.54","$349,000","$345,000","3/26/2015","Yes","City View"
"1404 989 BEATTY STREET","VVWYA","$345,000","5","0","1","471","2004","11","Yes","1","$196.07","$732.48","$355,000","$345,000","4/4/2015","Yes","CITY AND FALSE CREEK"
"402 33 W PENDER STREET","VVWDT","$345,000","3","1","1","772","2009","5","No",,"$422.54","$446.89","$365,000","$345,000","1/11/2015","Yes","MOUNATIN"
"307 1177 HORNBY STREET","VVWDT","$345,000","9","1","1","706","1995","20","Yes","1","$331.89","$488.67","$349,988","$345,000","4/20/2015","Yes","SW Street View, City View"
"1503 1003 BURNABY STREET","VVWWE","$345,500","76","1","1","518","1999","16","Yes","1","$281.29","$666.99","$359,000","$345,500","4/6/2015",,
"604 933 SEYMOUR STREET","VVWDT","$346,000","5","1","1","546","1998","17","Yes","1","$168.22","$633.70","$340,000","$346,000","2/9/2015","Yes","CITY"
"205 1889 ALBERNI STREET","VVWWE","$347,000","18","1","1","483","1998","17","No","1","$223.35","$718.43","$358,800","$347,000","1/23/2015","Yes","STANLEY PARK & COAL HARBOUR"
"707 1238 BURRARD STREET","VVWDT","$348,000","1","1","1","527","2004","11","No","0","$274.33","$660.34","$350,000","$348,000","3/17/2015","Yes","City"
"707 63 KEEFER PLACE","VVWDT","$348,500","9","1","1","588","2000","15",,"1","$290.00","$592.69","$359,900","$348,500","4/29/2015","Yes","NORTH SHORE MOUNTAINS"
"1207 63 KEEFER PLACE","VVWDT","$348,800","22","1","1","585","1999","16","Yes","1","$290.60","$596.24","$349,800","$348,800","3/10/2015","Yes","Water, Mountain and City Views"
"909 438 SEYMOUR STREET","VVWDT","$348,900","26","1","1","560","1996","19","Yes","1","$371.42","$623.04","$349,900","$348,900","4/20/2015","Yes","Gastown & Stadium"
"808 909 MAINLAND STREET","VVWYA","$350,000","24","0","1","433","2007","8","Yes","1","$175.08","$808.31","$355,000","$350,000","4/10/2015",,
"2608 909 MAINLAND STREET","VVWYA","$350,000","6","0","1","433","2006","9","Yes","1","$175.08","$808.31","$358,800","$350,000","1/26/2015","Yes","City View"
"1011 933 SEYMOUR STREET","VVWDT","$351,000","4","1","1","547","1998","17",,"0","$182.53","$641.68","$354,900","$351,000","3/6/2015","Yes","City views"
"316 488 HELMCKEN STREET","VVWYA","$352,000","40","1","1","628","1995","20","Yes","1","$296.20","$560.51","$365,000","$352,000","3/7/2015",,
"906 1331 W GEORGIA STREET","VVWCB","$352,000","87","1","1","552","1997","17",,"1","$350.00","$637.68","$379,000","$352,000","2/26/2015","No",
"703 1308 HORNBY STREET","VVWDT","$353,000","78","1","1","475","2014","0","No",,"$176.00","$743.16","$368,000","$353,000","1/24/2015","No",
"2308 909 MAINLAND STREET","VVWYA","$353,500","20","0","1","433","2006","9","Yes","1","$175.08","$816.40","$354,800","$353,500","1/27/2015","Yes","Great City View"
"1801 999 SEYMOUR STREET","VVWDT","$353,900","115","0","1","468","2014","0",,,"$170.07","$756.20","$353,900","$353,900","1/23/2015",,
"404 888 HAMILTON STREET","VVWDT","$355,000","55","1","1","622","1993","22","Yes","1","$212.95","$570.74","$364,800","$355,000","4/9/2015",,
"703 909 MAINLAND STREET","VVWYA","$358,000","111","0","1","433","2007","7","Yes","1","$175.08","$826.79","$367,500","$358,000","2/16/2015","Yes","CITYSCAPE"
"801 1040 PACIFIC STREET","VVWWE","$358,500","36","2","1","637","1982","33","Yes",,"$305.93","$562.79","$360,000","$358,500","3/31/2015","Yes","OCEAN VIEW FACING SOUTH WEST"
"1601 501 PACIFIC STREET","VVWDT","$360,000","6","1","1","505","1999","16","Yes","1","$268.00","$712.87","$359,900","$360,000","2/10/2015","Yes","FALSE CREEK/CITY/DAVID LAM PARK"
"1214 989 NELSON STREET","VVWDT","$360,000","28","1","1","614","1995","20","Yes","0","$363.13","$586.32","$373,000","$360,000","3/6/2015","Yes","NE City view"
"1208 588 BROUGHTON STREET","VVWCB","$360,000","5","1","1","527","1996","19","Yes","1","$257.43","$683.11","$364,900","$360,000","1/28/2015","Yes","CITY"
"205 1535 NELSON STREET","VVWWE","$360,000","91","1","1","703","1974","41","Yes","1","$322.94","$512.09","$369,900","$360,000","3/25/2015","Yes","PEACEFUL GARDEN, SOME MOUNTAINS"
"2701 501 PACIFIC STREET","VVWDT","$360,000","262","1","1","518","1999","15","Yes","1","$274.68","$694.98","$378,000","$360,000","2/19/2015","Yes","FALSE CREEK AND BEYOND"
"305 1435 NELSON STREET","VVWWE","$362,000","64","1","1","660","1976","39","Yes","1","$425.59","$548.48","$368,000","$362,000","3/26/2015","No",
"204 888 HAMILTON STREET","VVWDT","$363,124","67","1","1","622","1993","22","Yes","1","$212.00","$583.80","$369,900","$363,124","3/21/2015",,
"702 1252 HORNBY STREET","VVWDT","$363,675","118","1","1","540","2008","6","No","1","$258.45","$673.47","$389,000","$363,675","1/25/2015",,
"2207 1166 MELVILLE STREET","VVWCB","$363,800","4","1","1","550","1997","18","Yes","1","$217.55","$661.45","$363,800","$363,800","2/3/2015","Yes","CITY VIEW"
"1001 1189 HOWE STREET","VVWDT","$365,000","3","1","1","605","1999","16",,"1","$296.05","$603.31","$368,000","$365,000","4/16/2015",,
"203 33 W PENDER STREET","VVWDT","$365,000","46","1","1","678","2009","6",,"1","$363.00","$538.35","$365,000","$365,000","2/23/2015",,
"203 1188 CARDERO STREET","VVWWE","$365,000","17","1","1","792","1988","27","Yes","1","$343.44","$460.86","$379,900","$365,000","2/5/2015",,
"505 969 RICHARDS STREET","VVWDT","$366,500","16","0","1","567","2002","13","Yes","0","$1.00","$646.38","$369,900","$366,500","2/15/2015","Yes","COURTYARD"
"604 1740 COMOX STREET","VVWWE","$366,500","18","1","1","597","1976","39","Yes","1","$311.00","$613.90","$370,000","$366,500","2/20/2015","Yes","Garden and City"
"608 618 ABBOTT STREET","VVWDT","$368,000","4","1","1","589","2007","8","No","1","$273.00","$624.79","$379,800","$368,000","2/14/2015",,
"301 1725 PENDRELL STREET","VVWWE","$368,000","3","1","1","699","1974","41","Yes","1","$380.67","$526.47","$379,000","$368,000","2/22/2015","Yes","Gardens & Pool"
"201 1082 SEYMOUR STREET","VVWDT","$368,500","49","1","1","570","2006","9","No","1","$259.01","$646.49","$385,000","$368,500","3/30/2015","No",
"208 33 W PENDER STREET","VVWDT","$368,800","33","1","1","660","2009","6","No","1","$357.99","$558.79","$369,900","$368,800","4/25/2015","Yes","Bright south city/street view"
"709 1060 ALBERNI STREET","VVWWE","$369,000","2","1","1","600","1989","26",,"1","$215.00","$615.00","$369,000","$369,000","3/6/2015",,
"301 1001 RICHARDS STREET","VVWDT","$369,000","7","1","1","575","2004","11","No",,"$276.00","$641.74","$369,000","$369,000","4/17/2015","No",
"405 501 PACIFIC STREET","VVWDT","$369,000","56","1","1","640","1999","16","Yes","1","$326.08","$576.56","$379,900","$369,000","4/27/2015",,
"101 1070 NELSON STREET","VVWWE","$370,000","11","1","1","812","1980","35","Yes","1","$342.51","$455.67","$379,900","$370,000","2/27/2015",,
"706 33 W PENDER STREET","VVWDT","$370,000","2","1","1","678","2009","6","No",,"$363.00","$545.72","$385,000","$370,000","3/14/2015",,
"1007 588 BROUGHTON STREET","VVWCB","$370,000","50","1","1","527","1995","20","Yes","1","$257.43","$702.09","$380,000","$370,000","4/27/2015","Yes","CITY VIEW"
"1201 131 REGIMENT SQUARE","VVWDT","$371,000","37","1","1","563","2007","8",,,"$262.66","$658.97","$371,500","$371,000","2/7/2015","Yes","MOUNTAINS, WATER"
"510 550 TAYLOR STREET","VVWDT","$372,000","30","1","1","578","2005","10","Yes","1","$248.95","$643.60","$375,000","$372,000","3/18/2015","Yes","PARK VIEWS"
"1203 668 CITADEL PARADE","VVWDT","$372,000","6","1","1","502","2007","10",,,"$218.73","$741.04","$378,000","$372,000","2/2/2015","Yes","CITY, MOUNTAIN, WATER"
"1102 63 KEEFER PLACE","VVWDT","$373,000","30","1","1","645","2000","15","Yes","1","$318.23","$578.29","$379,000","$373,000","4/22/2015","Yes","CITY & SOME OCEAN VIEW"
"809 928 BEATTY STREET","VVWYA","$373,000","21","1","1","515","2005","10",,"1","$255.42","$724.27","$382,000","$373,000","1/26/2015","Yes","CITY VIEW"
"501 12 WATER STREET","VVWDT","$373,000","14","1","1","600","2009","6","No","0","$259.09","$621.67","$379,000","$373,000","4/15/2015","Yes","Gastown City Views"
"1207 1238 MELVILLE STREET","VVWCB","$375,000","8","1","1","616","1995","20","Yes","1","$268.26","$608.77","$375,000","$375,000","2/17/2015","Yes","Southern City View"
"2408 588 BROUGHTON STREET","VVWCB","$375,000","35","1","1","527","1996","19","Yes","1","$263.90","$711.57","$385,000","$375,000","3/24/2015",,
"1503 1740 COMOX STREET","VVWWE","$375,000","61","1","1","597","1976","39","Yes","1","$312.03","$628.14","$379,900","$375,000","3/7/2015","Yes","WATER, CITY & MOUNTAINS"
"1103 58 KEEFER PLACE","VVWDT","$375,000","27","1","1","586","2007","8",,"1","$273.07","$639.93","$382,500","$375,000","4/16/2015","Yes","CITY"
"309 939 HOMER STREET","VVWYA","$375,000","1","1","1","640","1997","18","Yes","1","$288.00","$585.94","$395,000","$375,000","3/27/2015","Yes","YALETOWN CITY VIEW"
"3009 128 W CORDOVA STREET","VVWDT","$375,000","62","1","1","559","2009","6","No","1","$310.62","$670.84","$379,888","$375,000","3/16/2015","Yes","CITY"
"810 550 TAYLOR STREET","VVWDT","$375,000","8","1","1","570","2005","10","Yes","1","$248.95","$657.89","$378,000","$375,000","2/24/2015","Yes","Lovely Southern Views of the Park"
"1009 111 W GEORGIA STREET","VVWDT","$375,000","7","1","1","652","2007","8","No",,"$290.06","$575.15","$382,800","$375,000","1/20/2015","Yes","Water View of False Creek"
"106 1500 PENDRELL STREET","VVWWE","$375,000","6","1","1","642","1979","36","Yes","1","$292.01","$584.11","$375,000","$375,000","4/26/2015",,
"203 1554 BURNABY STREET","VVWWE","$375,000","4","1","1","655","1990","25","Yes","1","$290.64","$572.52","$379,000","$375,000","2/16/2015","No","INNER COURTYARD"
"309 1331 W GEORGIA STREET","VVWCB","$376,000","5","1","1","661","1997","18","No","1","$419.47","$568.84","$379,000","$376,000","3/6/2015","Yes","Coridor View of Burrard Inlet"
"308 1478 W HASTINGS STREET","VVWCB","$377,000","17","1","1","487","2002","12","No","1","$169.68","$774.13","$389,000","$377,000","1/1/2015",,
"702 833 SEYMOUR STREET","VVWDT","$377,000","28","1","1","565","2011","4","No","0","$180.00","$667.26","$385,000","$377,000","2/12/2015","No",
"1808 588 BROUGHTON STREET","VVWCB","$378,000","20","1","1","527","1995","20","Yes","1","$257.43","$717.27","$399,000","$378,000","3/25/2015","No",
"606 907 BEACH AVENUE","VVWYA","$380,000","149","1","1","676","1994","20","No","1","$302.69","$562.13","$418,000","$380,000","2/15/2015","Yes","WATER/CITY/BRIDGE"
"1003 1238 BURRARD STREET","VVWDT","$380,000","6","1","1","553","2004","11","No","1","$287.34","$687.16","$385,000","$380,000","3/8/2015","Yes","180 DEGREE SW CITY, PEEK-A-BOO WATER"
"1409 1212 HOWE STREET","VVWDT","$380,000","87","1","1","559","2008","7","No","1","$230.44","$679.79","$399,000","$380,000","4/3/2015","Yes","CITY & MOUNTAIN"
"302 501 PACIFIC STREET","VVWDT","$380,000","9","1","1","592","2000","15","Yes","1","$314.09","$641.89","$388,000","$380,000","2/25/2015",,"PARTIAL SE"
