"Address","S/A","Price","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","SP Sqft","List Price","Sold Price","Sold Date","View","VwSpecify"
"709 989 NELSON STREET","VVWDT","$399,000","6","1","1","496","1995","21",,"0","$315.40","$804.44","$399,000","$399,000","8/14/2016","Yes","mountains,ocean,city"
"305 1345 COMOX STREET","VVWWE","$400,000","13","1","1","602","1982","34","Yes","1","$299.00","$664.45","$350,000","$400,000","5/9/2016","No",
"509 1010 HOWE STREET","VVWDT","$400,000","8","1","1","488","1982","34","Yes","0","$267.00","$819.67","$385,000","$400,000","8/6/2016","Yes","City View"
"502 1050 CHILCO STREET","VVWWE","$400,000","13","1","1","682","1958","58","Yes","0","$338.55","$586.51","$399,900","$400,000","8/7/2016","Yes","ENGLISH BAY"
"505 550 TAYLOR STREET","VVWDT","$400,000","89","0","1","510","2005","11","Yes","0","$216.24","$784.31","$388,000","$400,000","5/28/2016",,
"405 1330 BURRARD STREET","VVWDT","$401,000","11","1","1","537","1978","38","No","1","$232.89","$746.74","$399,999","$401,000","5/9/2016","Yes","Mountain & Bridge"
"2307 1155 SEYMOUR STREET","VVWDT","$402,000","13","0","1","418","2006","10","Yes","0","$181.44","$961.72","$399,000","$402,000","5/2/2016","Yes","City"
"2001 939 HOMER STREET","VVWYA","$410,000","7","0","1","440","1997","19","Yes","1","$207.75","$931.82","$375,000","$410,000","5/23/2016",,
"1706 1188 HOWE STREET","VVWDT","$412,000","7","1","1","495","1994","22","Yes","1","$262.55","$832.32","$399,000","$412,000","7/26/2016",,
"505 939 HOMER STREET","VVWYA","$412,000","1","0","1","455","1997","19","Yes","1","$214.83","$905.49","$399,000","$412,000","8/6/2016",,
"709 1177 HORNBY STREET","VVWDT","$415,000","5","1","1","634","1995","21","No","1","$295.00","$654.57","$409,900","$415,000","5/2/2016","Yes","ENGLISH BAY, CITY**"
"416 1330 BURRARD STREET","VVWDT","$415,128","6","1","1","602","1978","38",,"0","$261.09","$689.58","$345,000","$415,128","7/18/2016","Yes","INTERIOR GARDEN"
"604 789 DRAKE STREET","VVWDT","$416,000","29","1","1","570","1991","25","No","0","$280.50","$729.82","$425,000","$416,000","5/18/2016","Yes","CITY VIEW"
"1009 1367 ALBERNI STREET","VVWWE","$418,000","8","0","1","396","1999","17","Yes","1","$200.52","$1,055.56","$399,900","$418,000","6/29/2016","Yes","PARTIAL WATER/NORTH SHORE MTNS"
"202 1178 HAMILTON STREET","VVWYA","$419,000","7","0","1","510","1996","20","Yes",,"$271.02","$821.57","$419,000","$419,000","7/20/2016","Yes","HISTORIC YALETOWN"
"303 1080 PACIFIC STREET","VVWWE","$420,000","6","1","1","508","1981","35","Yes","1","$267.98","$826.77","$349,000","$420,000","6/14/2016",,
"802 438 SEYMOUR STREET","VVWDT","$420,000","11","1","1","560","1996","20","Yes","1","$400.60","$750.00","$399,000","$420,000","7/26/2016","Yes","CITY VIEW"
"1404 1188 HOWE STREET","VVWDT","$420,000","13","1","1","549","1995","21","Yes","1","$281.76","$765.03","$450,000","$420,000","8/22/2016","Yes","Nice SE Facing"
"105 1280 NICOLA STREET","VVWWE","$423,000","16","1","1","581","1989","27","Yes","1","$253.04","$728.06","$418,888","$423,000","8/26/2016",,
"2301 999 SEYMOUR STREET","VVWDT","$424,000","16","1","1","468","2014","2","Yes",,"$198.27","$905.98","$424,000","$424,000","6/29/2016","Yes","City and Mountain Views"
"401 33 W PENDER STREET","VVWDT","$425,000","1","0","1","525","2009","7","Yes","1","$288.47","$809.52","$399,900","$425,000","5/28/2016","No",
"318 1330 BURRARD STREET","VVWDT","$425,000","2","1","1","450","1978","38",,,"$196.03","$944.44","$348,000","$425,000","8/4/2016","Yes","INSIDE COURTYARD & GARDEN"
"812 989 NELSON STREET","VVWDT","$425,000","29","1","1","494","1995","21","Yes",,"$314.75","$860.32","$439,900","$425,000","8/16/2016","Yes","CITY VIEWS & GARDEN ROOFTOPS"
"401 1010 HOWE STREET","VVWDT","$425,000","5","1","1","600","1982","34","Yes","0","$333.06","$708.33","$440,000","$425,000","6/6/2016","Yes","City corridor views ArtGallery"
"302 888 PACIFIC STREET","VVWYA","$425,000","101","1","1","530","1994","22","Yes","1","$245.51","$801.89","$429,900","$425,000","5/12/2016","No",
"2006 939 HOMER STREET","VVWYA","$426,000","7","0","1","448","1995","21","Yes","1","$208.69","$950.89","$399,900","$426,000","8/29/2016","Yes","PARTIAL WATER VIEWS, CITY VIEW"
"205 1169 NELSON STREET","VVWWE","$426,000","8","1","1","610","1981","35",,"1","$359.47","$698.36","$399,900","$426,000","8/23/2016","Yes","NELSON PARK"
"911 950 DRAKE STREET","VVWDT","$427,000","14","1","1","543","1978","38",,,"$252.33","$786.37","$345,000","$427,000","7/19/2016","Yes","SLICE OF ENGLISH BAY"
"2401 939 HOMER STREET","VVWYA","$428,000","15","0","1","454","1998","18","Yes",,"$205.91","$942.73","$385,000","$428,000","6/3/2016","Yes","-"
"202 789 DRAKE STREET","VVWDT","$430,000","6","1","1","585","1991","25",,,"$288.44","$735.04","$430,000","$430,000","6/28/2016",,
"701 989 RICHARDS STREET","VVWDT","$430,000","9","1","1","465","2001","15","Yes","1","$244.87","$924.73","$379,900","$430,000","5/3/2016","No",
"2005 438 SEYMOUR STREET","VVWDT","$430,000","11","1","1","515","1996","20","Yes","1","$366.51","$834.95","$399,000","$430,000","6/28/2016","Yes","North Shore MTN & Water"
"1705 939 HOMER STREET","VVWYA","$431,000","8","0","1","448","1996","20","Yes","1","$208.69","$962.05","$399,000","$431,000","7/19/2016","Yes","CITY"
"406 1212 HOWE STREET","VVWDT","$431,000","7","1","1","523","2008","8","Yes","1","$233.08","$824.09","$421,000","$431,000","7/20/2016",,
"408 555 JERVIS STREET","VVWCB","$431,800","8","1","1","484","1997","19","Yes","1","$255.00","$892.15","$398,000","$431,800","5/11/2016",,
"706 939 HOMER STREET","VVWYA","$435,000","9","0","1","464","1997","19","Yes","1","$214.83","$937.50","$399,900","$435,000","6/29/2016","Yes","City"
"1507 438 SEYMOUR STREET","VVWDT","$435,000","22","1","1","560","1996","20","Yes","1","$392.08","$776.79","$370,000","$435,000","6/22/2016",,
"603 969 RICHARDS STREET","VVWDT","$435,000","9","0","1","410","2000","16","Yes",,"$216.40","$1,060.98","$369,000","$435,000","6/8/2016",,
"807 819 HAMILTON STREET","VVWDT","$435,000","6","1","1","460","1998","18","Yes","1","$207.79","$945.65","$428,800","$435,000","8/22/2016","Yes","West facing bright City view"
"305 1274 BARCLAY STREET","VVWWE","$438,000","21","1","1","747","1980","36","No","1","$259.00","$586.35","$449,900","$438,000","5/30/2016",,
"1801 989 RICHARDS STREET","VVWDT","$440,000","4","1","1","463","2001","15","Yes","1","$245.00","$950.32","$439,000","$440,000","7/24/2016","Yes","SOUTH VIEW=PANORAMIC"
"1510 63 KEEFER PLACE","VVWDT","$440,000","7","1","1","575","2001","15","Yes","1","$312.06","$765.22","$399,800","$440,000","5/26/2016","Yes","City & Park View"
"309 33 W PENDER STREET","VVWDT","$440,000","11","1","1","627","2009","7","No","1","$364.00","$701.75","$449,900","$440,000","5/7/2016","No",
"301 1177 HORNBY STREET","VVWDT","$441,000","8","1","1","626","1995","21","Yes","1","$295.00","$704.47","$428,000","$441,000","5/12/2016","Yes","From shared rooftop deck"
"1910 438 SEYMOUR STREET","VVWDT","$441,000","20","1","1","540","1997","19","Yes","1","$383.55","$816.67","$415,000","$441,000","5/30/2016","Yes","CITY VIEWS"
"206 1717 HARO STREET","VVWWE","$441,500","7","1","1","702","1977","39","Yes","1","$328.92","$628.92","$399,000","$441,500","5/11/2016","Yes","Open view"
"507 1177 HORNBY STREET","VVWDT","$442,000","11","1","1","682","1995","21","Yes","1","$331.89","$648.09","$424,900","$442,000","6/28/2016","Yes","CITY"
"402 989 SW BEATTY STREET","VVWYA","$442,000","7","0","1","483","2004","12","Yes","1","$216.43","$915.11","$399,000","$442,000","8/23/2016","Yes","Courtyard"
"303 1308 HORNBY STREET","VVWDT","$443,000","10","1","1","423","2014","2","Yes","0","$183.13","$1,047.28","$399,900","$443,000","8/15/2016",,
"111 1274 BARCLAY STREET","VVWWE","$445,000","50","1","1","734","1979","37",,"1","$255.63","$606.27","$459,000","$445,000","6/28/2016","No",
"702 1330 HARWOOD STREET","VVWWE","$445,000","20","2","2","814","1972","44","Yes","1","$408.27","$546.68","$445,000","$445,000","6/6/2016","Yes","CITY VIEW"
"205 936 BUTE STREET","VVWWE","$445,000","7","1","1","717","1980","36",,"1","$243.69","$620.64","$398,000","$445,000","5/9/2016",,
"704 1050 CHILCO STREET","VVWWE","$445,000","3","1","1","600","1958","58","Yes","1","$315.00","$741.67","$449,900","$445,000","8/27/2016","Yes","PEEK-A-BOO BAY VIEW"
"618 1330 BURRARD STREET","VVWDT","$445,000","3","0","1","480","1978","38","Yes","1","$196.03","$927.08","$359,000","$445,000","7/24/2016","Yes","COURTYARD"
"512 66 W CORDOVA STREET","VVWDT","$446,000","63","1","1","611","2012","4","Yes",,"$248.00","$729.95","$449,000","$446,000","5/21/2016","No",
"1806 939 EXPO BOULEVARD","VVWYA","$448,000","12","0","1","446","2005","11","Yes","1","$237.97","$1,004.48","$449,900","$448,000","8/21/2016","Yes","NORTH FACING MOUNTAINS"
"302 1565 BURNABY STREET","VVWWE","$448,000","7","1","1","740","1948","68","Yes","0","$302.00","$605.41","$428,000","$448,000","8/9/2016",,
"1805 438 SEYMOUR STREET","VVWDT","$448,800","29","1","1","515","1996","20","Yes","1","$366.51","$871.46","$448,800","$448,800","8/26/2016","Yes","COAL HARBOUR NORTH SHORE MOUNT"
"201 66 W CORDOVA STREET","VVWDT","$449,000","9","1","1","529","2013","3","Yes",,"$218.37","$848.77","$429,900","$449,000","6/12/2016","No",
"1004 438 SEYMOUR STREET","VVWDT","$450,000","2","1","1","560","1996","20","Yes","1","$400.60","$803.57","$409,000","$450,000","6/1/2016","Yes","WATER AND MOUNTAINS"
"1106 501 PACIFIC STREET","VVWDT","$450,000","5","0","1","480","1999","17","Yes","1","$263.87","$937.50","$379,000","$450,000","5/2/2016",,
"706 939 EXPO BOULEVARD","VVWYA","$450,000","8","0","1","445","2005","11","No","1","$223.00","$1,011.24","$399,000","$450,000","6/21/2016","Yes","NORTH EAST"
"503 1255 SEYMOUR STREET","VVWDT","$450,000","7","0","1","490","2008","8","Yes","1","$196.00","$918.37","$429,000","$450,000","5/16/2016","Yes","CITY VIEWS, TREE LINED STREET"
"602 438 SEYMOUR STREET","VVWDT","$450,000","9","1","1","559","1996","20","Yes","1","$400.60","$805.01","$449,000","$450,000","7/26/2016","Yes","CITY VIEW"
"307 1949 BEACH AVENUE","VVWWE","$450,000","15","1","1","809","1949","67","Yes","0","$496.00","$556.24","$468,000","$450,000","6/30/2016","Yes","TREE LINED STREET"
"1612 610 GRANVILLE STREET","VVWDT","$450,000","9","0","1","431","2006","10","No","1","$169.72","$1,044.08","$450,000","$450,000","8/17/2016","Yes","CITY LIGHT"
"409 1975 PENDRELL STREET","VVWWE","$450,000","1","1","1","658","1957","59","Yes",,"$336.81","$683.89","$425,000","$450,000","8/10/2016","Yes","CORRIDOR VIEW ENGLISH BAY"
"405 1718 NELSON STREET","VVWWE","$450,001","7","1","1","511","1979","37","Yes","1","$294.73","$880.63","$379,900","$450,001","6/7/2016","No",
"1806 233 ROBSON STREET","VVWDT","$452,000","57","0","1","500","2009","7",,,"$175.00","$904.00","$469,900","$452,000","5/4/2016","Yes","CITY AND WATER VIEWS"
"3308 233 ROBSON STREET","VVWDT","$452,000","11","0","1","442","2009","7","No",,"$160.51","$1,022.62","$399,000","$452,000","6/6/2016","Yes","SOUTHWEST"
"106 1550 BARCLAY STREET","VVWWE","$452,000","13","1","1","612","1981","35","Yes","1","$242.34","$738.56","$425,000","$452,000","5/24/2016","No",
"1111 1333 W GEORGIA STREET","VVWCB","$455,000","7","0","1","421","2006","10","Yes","1","$195.26","$1,080.76","$448,000","$455,000","7/12/2016","Yes","Downtown"
"502 1295 RICHARDS STREET","VVWDT","$455,000","16","1","1","548","2003","13","No","0","$216.64","$830.29","$470,000","$455,000","8/25/2016","Yes","COURTYARD"
"906 1212 HOWE STREET","VVWDT","$456,000","2","1","1","523","2008","8","Yes","1","$233.08","$871.89","$446,000","$456,000","7/30/2016",,
"1701 438 SEYMOUR STREET","VVWDT","$458,000","6","1","1","548","1996","20","Yes","1","$347.71","$835.77","$428,000","$458,000","5/23/2016","Yes","CITY VIEW"
"204 488 HELMCKEN STREET","VVWYA","$459,000","20","1","1","560","1995","21","Yes","1","$278.49","$819.64","$459,000","$459,000","5/8/2016",,
"806 63 KEEFER PLACE","VVWDT","$460,000","6","1","1","576","2000","16","Yes","1","$312.65","$798.61","$399,000","$460,000","6/13/2016","Yes","NORTHSHORE SKYLINE"
"502 928 RICHARDS STREET","VVWYA","$460,000","7","1","1","489","2000","16","Yes","1","$213.00","$940.70","$438,000","$460,000","6/20/2016",,
"502 1949 BEACH AVENUE","VVWWE","$460,000","63","0","1","581","1949","67","Yes","0","$409.40","$791.74","$498,000","$460,000","6/13/2016","Yes","UNOBSTRUCTED ENGLISH BAY"
"101 1435 NELSON STREET","VVWWE","$460,000","7","1","1","738","1976","40","Yes","1","$425.35","$623.31","$389,000","$460,000","6/21/2016",,
"2006 928 BEATTY STREET","VVWYA","$460,000","8","0","1","446","2005","11","No","1","$237.97","$1,031.39","$449,900","$460,000","7/12/2016","Yes","MOUNTAINS, CITY, WATER"
"504 1177 HORNBY STREET","VVWDT","$460,000","8","1","1","706","1995","21","Yes","1","$331.89","$651.56","$398,000","$460,000","5/3/2016","Yes","S & SW DOWNTOWN VIEWS"
"1506 1050 BURRARD STREET","VVWDT","$460,000","36","0","1","426","1994","22",,"1","$187.14","$1,079.81","$488,000","$460,000","6/23/2016","Yes","CITY, SOME WATER"
"2505 438 SEYMOUR STREET","VVWDT","$460,000","23","1","1","515","1996","20","Yes","1","$366.51","$893.20","$468,000","$460,000","8/18/2016","Yes","NORTH SHORE MTNS"
"1102 928 RICHARDS STREET","VVWYA","$460,000","13","1","1","503","2000","16","Yes","1","$247.49","$914.51","$468,800","$460,000","8/28/2016","Yes","MOUNTAINS"
"1906 939 EXPO BOULEVARD","VVWYA","$461,000","9","0","1","446","2005","11","Yes","1","$237.97","$1,033.63","$450,000","$461,000","7/13/2016","Yes","NORTH FACING MOUNTAINS"
"2705 438 SEYMOUR STREET","VVWDT","$463,800","4","1","1","536","1996","20","Yes","1","$366.51","$865.30","$469,000","$463,800","7/17/2016","Yes","WATER, MTNS, COAL HARBOUR"
"1009 668 CITADEL PARADE","VVWDT","$465,000","16","1","1","502","2007","9","No","0","$223.50","$926.29","$449,000","$465,000","6/1/2016","Yes","City View"
"806 1295 RICHARDS STREET","VVWDT","$470,000","7","1","1","478","2002","14","Yes",,"$186.91","$983.26","$398,000","$470,000","5/23/2016","Yes","CITY"
"703 1480 HOWE STREET","VVWYA","$470,000","330","1","1","399","2018","0",,,"$0.00","$1,177.94","$550,000","$470,000","8/25/2016",,
"501 1060 ALBERNI STREET","VVWWE","$471,000","7","1","1","623","1989","27","Yes","1","$166.56","$756.02","$420,000","$471,000","6/20/2016","Yes","CITY"
"508 555 JERVIS STREET","VVWCB","$475,000","45","1","1","528","1996","20","Yes","1","$285.67","$899.62","$475,000","$475,000","7/11/2016",,
"501 989 NELSON STREET","VVWDT","$475,000","26","1","1","617","1999","17","Yes",,"$390.86","$769.85","$488,000","$475,000","8/22/2016",,
"1810 1060 ALBERNI STREET","VVWWE","$475,000","8","0","1","580","1990","26","No","1","$269.00","$818.97","$399,000","$475,000","5/10/2016","Yes","SOUTH CITY VIEW"
"502 111 W GEORGIA STREET","VVWDT","$475,000","7","1","1","626","2007","9",,"1","$281.80","$758.79","$399,000","$475,000","5/5/2016",,
"1106 63 KEEFER PLACE","VVWDT","$475,000","8","1","1","576","2001","15","Yes","1","$312.64","$824.65","$420,000","$475,000","5/17/2016","Yes","NORTHERN VIEW MOUNTAINS"
"1101 1816 HARO STREET","VVWWE","$478,000","21","1","1","689","1975","41","Yes","1","$349.82","$693.76","$498,800","$478,000","8/8/2016","Yes","Beautiful City View"
"1109 1212 HOWE STREET","VVWDT","$479,000","8","1","1","559","2008","8","Yes","1","$248.91","$856.89","$482,000","$479,000","6/30/2016",,
"308 1855 NELSON STREET","VVWWE","$479,000","5","1","1","766","1977","39","Yes","1","$272.83","$625.33","$479,000","$479,000","6/21/2016","No",
"905 66 W CORDOVA STREET","VVWDT","$479,800","2","1","1","539","2012","4","Yes","0","$218.37","$890.17","$479,800","$479,800","8/31/2016","Yes","WATER CITY MOUNTAINS"
"211 488 HELMCKEN STREET","VVWYA","$480,000","29","1","1","588","1995","21","Yes","1","$291.86","$816.33","$488,800","$480,000","6/22/2016","Yes","COURTYARD"
"704 1050 BURRARD STREET","VVWDT","$480,000","19","0","1","468","1994","22","Yes","1","$206.51","$1,025.64","$518,000","$480,000","6/8/2016","Yes","CITY, SOME WATER"
"811 1212 HOWE STREET","VVWDT","$480,000","10","1","1","529","2008","8","Yes","1","$235.95","$907.37","$449,000","$480,000","7/16/2016","Yes","Peek-a-boo water view fm deck"
"503 822 SEYMOUR STREET","VVWDT","$482,000","11","1","1","516","2004","12",,,"$245.00","$934.11","$468,800","$482,000","8/16/2016","Yes","CITY AND STREET"
"507 233 ABBOTT STREET","VVWDT","$482,000","8","0","1","593","1996","20","No",,"$257.55","$812.82","$449,000","$482,000","8/2/2016",,
"307 1018 CAMBIE STREET","VVWYA","$482,000","8","1","1","549","1998","18",,"1","$279.07","$877.96","$439,000","$482,000","8/18/2016",,
"1904 438 SEYMOUR STREET","VVWDT","$484,500","8","1","1","568","1996","20","Yes","1","$402.00","$852.99","$449,000","$484,500","5/24/2016","Yes","WATER, MOUNTAINS, CITY"
"803 131 REGIMENT SQUARE","VVWDT","$485,000","29","1","1","502","2007","10",,"1","$240.87","$966.14","$499,000","$485,000","6/22/2016","No",
"909 1420 W GEORGIA STREET","VVWWE","$485,000","6","1","1","533","2002","14","Yes","0","$249.95","$909.94","$448,000","$485,000","5/2/2016",,
"1011 1212 HOWE STREET","VVWDT","$486,000","0","1","1","529","2008","8","Yes","1","$235.95","$918.71","$486,000","$486,000","7/18/2016","Yes","Peek-a-boo water view fm deck"
"408 811 HELMCKEN STREET","VVWDT","$486,000","7","1","0","590","1995","21","Yes","1","$277.91","$823.73","$398,800","$486,000","5/30/2016","Yes","Urban/City Skyline Treed"
"1211 989 NELSON STREET","VVWDT","$486,000","7","2","1","631","1995","21","Yes",,"$400.46","$770.21","$399,900","$486,000","5/16/2016","Yes","City & Mountains"
"1203 1082 SEYMOUR STREET","VVWDT","$488,000","14","1","1","508","2006","10","No","1","$230.17","$960.63","$488,000","$488,000","6/27/2016","Yes","TBA"
"1106 1725 PENDRELL STREET","VVWWE","$488,000","8","1","1","654","1974","42","Yes","1","$351.23","$746.18","$499,000","$488,000","5/10/2016","Yes","City views w/Peekabo Water"
"2903 131 REGIMENT SQUARE","VVWDT","$488,000","18","1","1","502","2007","9","No","1","$240.87","$972.11","$498,000","$488,000","5/9/2016","Yes","CITY/FALSE CREEK"
"1606 501 PACIFIC STREET","VVWDT","$490,000","11","1","1","479","1999","17","Yes",,"$263.87","$1,022.96","$438,000","$490,000","6/20/2016","No",
"2203 1010 RICHARDS STREET","VVWYA","$490,000","7","1","1","462","2003","13","No",,"$213.56","$1,060.61","$448,000","$490,000","5/31/2016","Yes","CITY VIEWS"
"807 1010 HOWE STREET","VVWDT","$490,000","1","1","1","531","1986","30","Yes","1","$238.68","$922.79","$449,000","$490,000","7/12/2016","Yes","CITY"
"1207 58 KEEFER PLACE","VVWDT","$492,000","21","1","1","638","2007","9","No","1","$293.00","$771.16","$485,000","$492,000","5/11/2016",,
"509 602 CITADEL PARADE","VVWDT","$495,000","8","1","1","656","2007","9","No",,"$307.14","$754.57","$458,888","$495,000","6/18/2016",,
"907 1295 RICHARDS STREET","VVWDT","$495,000","21","1","1","550","2003","13","No","0","$210.00","$900.00","$498,000","$495,000","5/20/2016","No",
"1203 1725 PENDRELL STREET","VVWWE","$495,000","8","1","1","625","1975","41","Yes","1","$351.00","$792.00","$499,999","$495,000","6/8/2016","Yes","ENGLISH BAY/CITY/WATER/MTN"
