"Address","S/A","Price","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","SP Sqft","List Price","Sold Price","Sold Date","View","VwSpecify"
"415 1655 NELSON STREET","VVWWE","$220,000","28","0","1","429","1973","41","Yes","1","$202.83","$512.82","$225,000","$220,000","9/2/2014","No",
"609 1330 HORNBY STREET","VVWDT","$223,000","99","0","1","408","1987","27","Yes","0","$173.53","$546.57","$240,000","$223,000","8/6/2014","Yes","PEAK-A-BOO VIEW OF FALSE CREEK"
"202 1720 BARCLAY STREET","VVWWE","$223,900","36","1","1","638","1970","44","Yes","1","$385.00","$350.94","$223,900","$223,900","10/3/2014","Yes","CITY VIEWS"
"105 1655 NELSON STREET","VVWWE","$230,000","181","1","1","430","1973","41","Yes",,"$200.64","$534.88","$239,000","$230,000","11/20/2014",,
"307 1720 BARCLAY STREET","VVWWE","$235,000","2","1","1","581","1970","44","Yes","1","$385.00","$404.48","$235,000","$235,000","12/5/2014","No",
"101 1045 HARO STREET","VVWWE","$241,150","32","1","1","409","1980","34",,"0","$149.60","$589.61","$225,750","$241,150","7/25/2014","No",
"613 1330 BURRARD STREET","VVWDT","$249,000","103","1","1","462","1978","36","Yes","1","$200.38","$538.96","$278,800","$249,000","12/16/2014","Yes","VIEW"
"402 1040 PACIFIC STREET","VVWWE","$250,000","11","1","1","508","1982","32","No",,"$232.32","$492.13","$250,000","$250,000","10/20/2014","Yes","FALSE CREEK"
"202 910 BEACH AVENUE","VVWYA","$250,000","98","0","1","439","1997","17","No","1","$235.36","$569.48","$263,000","$250,000","9/7/2014",,
"313 1040 PACIFIC STREET","VVWWE","$250,000","27","1","1","502","1982","32","Yes","1","$211.20","$498.01","$250,000","$250,000","10/7/2014","No",
"509 1367 ALBERNI STREET","VVWWE","$269,800","463","0","1","397","1999","14",,"1","$160.00","$679.60","$278,888","$269,800","12/17/2014","Yes","PEEK-A-BOO WATER VIEW"
"805 1188 HOWE STREET","VVWDT","$270,000","21","1","1","500","1994","20",,"1","$238.68","$540.00","$280,000","$270,000","10/22/2014","Yes","DOWNTOWN STREET VIEW"
"704 950 DRAKE STREET","VVWDT","$270,000","91","1","1","543","1982","32","Yes",,"$216.00","$497.24","$279,888","$270,000","10/1/2014",,
"606 1188 HOWE STREET","VVWDT","$270,000","11","1","1","495","1994","20","Yes","1","$238.68","$545.45","$279,000","$270,000","9/5/2014","Yes","SE unobstructed Granville St"
"604 789 DRAKE STREET","VVWDT","$272,500","61","1","1","570","1991","23",,"1","$280.00","$478.07","$288,000","$272,500","8/17/2014",,
"319 1189 HOWE STREET","VVWDT","$273,500","5","0","1","413","1998","16","No","0","$201.15","$662.23","$283,900","$273,500","11/17/2014",,
"706 233 ABBOTT STREET","VVWDT","$275,000","22","0","1","502","1996","18",,,"$196.28","$547.81","$289,900","$275,000","12/6/2014","Yes","City View"
"210 1177 HORNBY STREET","VVWDT","$275,000","56","1","1","642","1995","19","Yes","0","$294.45","$428.35","$315,000","$275,000","11/18/2014","No",
"606 233 ABBOTT STREET","VVWDT","$275,000","79","0","1","503","1996","18",,,"$183.78","$546.72","$295,900","$275,000","8/20/2014",,
"405 1010 HOWE STREET","VVWDT","$275,000","6","1","1","504","1982","32","Yes",,"$221.00","$545.63","$279,000","$275,000","11/2/2014",,
"701 1967 BARCLAY STREET","VVWWE","$275,500","54","0","1","428","1969","45",,,"$256.61","$643.69","$279,000","$275,500","8/6/2014","Yes","MOUNTAINS"
"406 1188 HOWE STREET","VVWDT","$276,000","77","1","1","495","1995","19","Yes",,"$238.68","$557.58","$279,900","$276,000","8/18/2014",,
"406 233 ABBOTT STREET","VVWDT","$278,000","136","0","1","507","1996","18",,,"$198.24","$548.32","$285,900","$278,000","10/25/2014",,
"607 950 DRAKE STREET","VVWDT","$279,000","13","1","1","542","1979","35",,,"$216.00","$514.76","$289,000","$279,000","7/16/2014","Yes","CITY"
"702 438 SEYMOUR STREET","VVWDT","$279,000","4","1","1","560","1996","18",,"1","$371.00","$498.21","$279,900","$279,000","10/24/2014","Yes","City View"
"201 1879 BARCLAY STREET","VVWWE","$280,000","99","1","1","665","1955","59","Yes","0","$356.48","$421.05","$284,900","$280,000","11/18/2014","Yes","TREE LINED STREET"
"621 1333 HORNBY STREET","VVWDT","$280,000","16","1","1","530","1978","36",,,"$235.82","$528.30","$285,000","$280,000","7/12/2014","Yes","INNER COURTYARD"
"512 1010 HOWE STREET","VVWDT","$281,000","39","1","1","531","1982","32","Yes","0","$254.06","$529.19","$285,000","$281,000","7/4/2014","Yes","DOWNTOWN"
"410 1010 HOWE STREET","VVWDT","$282,000","2","1","1","488","1982","32","Yes",,"$233.32","$577.87","$284,900","$282,000","10/18/2014","Yes","SOUTH CITY VIEW"
"705 1333 HORNBY STREET","VVWDT","$282,500","14","1","1","536","1975","39","Yes","0","$238.45","$527.05","$284,900","$282,500","9/16/2014","Yes","CITY CORRIDOR FALSE CRK FROM BAL"
"1101 438 SEYMOUR STREET","VVWDT","$285,000","79","1","1","534","1996","18","Yes","0","$343.00","$533.71","$299,000","$285,000","9/24/2014","Yes","CITY"
"2401 1850 COMOX STREET","VVWWE","$285,000","29","1","1","582","1968","46","Yes","1","$294.00","$489.69","$299,900","$285,000","8/22/2014","Yes","Ocean, downtown and beyond!"
"510 1188 RICHARDS STREET","VVWYA","$285,000","6","0","1","403","1995","19","No","1","$137.68","$707.20","$289,000","$285,000","11/9/2014","Yes","EMERY BARNES PARK"
"2102 1075 COMOX STREET","VVWWE","$285,000","16","1","1","620","1971","43","Yes","1","$304.00","$459.68","$299,000","$285,000","7/11/2014","Yes","WATER/ENGLISH BAY"
"1901 789 DRAKE STREET","VVWDT","$285,500","120","0","1","392","1991","23",,"0","$188.94","$728.32","$286,000","$285,500","7/3/2014",,
"1603 1188 HOWE STREET","VVWDT","$286,000","12","1","1","485","1994","20","Yes","1","$230.00","$589.69","$289,000","$286,000","10/7/2014","Yes","city"
"503 66 W CORDOVA STREET","VVWDT","$286,500","127","1","1","533","2012","2","Yes",,"$193.00","$537.52","$289,000","$286,500","8/13/2014",,
"303 828 CARDERO STREET","VVWWE","$287,000","1","0","1","446","2003","11","Yes","0","$171.01","$643.50","$289,900","$287,000","11/25/2014","Yes","CITY VIEW"
"513 1010 HOWE STREET","VVWDT","$288,000","2","1","1","478","1982","32","Yes","1","$233.32","$602.51","$289,000","$288,000","10/10/2014","Yes","CITY VIEW"
"402 1330 HORNBY STREET","VVWDT","$288,000","12","1","1","596","1986","28","Yes",,"$253.65","$483.22","$290,000","$288,000","10/18/2014","No",
"510 939 HOMER STREET","VVWYA","$288,000","30","0","1","439","1997","17","Yes","1","$197.85","$656.04","$304,900","$288,000","10/9/2014",,
"701 438 SEYMOUR STREET","VVWDT","$289,500","110","1","1","538","1996","18","Yes","1","$347.71","$538.10","$293,000","$289,500","7/22/2014",,
"408 1331 ALBERNI STREET","VVWWE","$290,000","57","0","1","445","1999","15",,"1","$210.94","$651.69","$299,900","$290,000","10/1/2014","No",
"305 1003 BURNABY STREET","VVWWE","$290,000","29","0","1","400","1999","15","Yes","1","$215.16","$725.00","$299,888","$290,000","10/21/2014","No",
"810 1040 PACIFIC STREET","VVWWE","$290,000","91","1","1","601","1981","33","Yes","0","$274.65","$482.53","$299,800","$290,000","12/15/2014","Yes","ENGLISH BAY"
"1509 1367 ALBERNI STREET","VVWWE","$290,000","61","0","1","396","1999","15","Yes","1","$190.37","$732.32","$289,000","$290,000","7/26/2014","Yes","COAL HARBOUR, MOUNTAINS"
"908 501 PACIFIC STREET","VVWDT","$292,000","24","0","1","409","1999","15","Yes",,"$212.44","$713.94","$295,000","$292,000","7/4/2014","Yes","CITY"
"204 811 HELMCKEN STREET","VVWDT","$294,800","6","1","1","588","1995","19","Yes","1","$274.00","$501.36","$299,800","$294,800","11/3/2014","No",
"1803 1238 SEYMOUR STREET","VVWDT","$295,000","29","0","1","446","1995","19","Yes","1","$175.00","$661.43","$309,000","$295,000","9/5/2014",,
"202 1169 NELSON STREET","VVWWE","$295,000","19","1","1","603","1980","34","No","1","$312.45","$489.22","$299,900","$295,000","8/6/2014","Yes","View of Park"
"517 1045 HARO STREET","VVWWE","$295,000","38","1","1","592","1981","33",,,"$217.00","$498.31","$298,800","$295,000","9/13/2014","Yes","City View"
"1010 1239 W GEORGIA STREET","VVWCB","$297,500","70","0","1","419","1998","16",,"1","$186.86","$710.02","$309,900","$297,500","8/25/2014","Yes","CITY"
"1508 1331 ALBERNI STREET","VVWWE","$298,000","53","0","1","446","1999","15",,"1","$210.94","$668.16","$308,000","$298,000","12/2/2014",,
"808 1331 ALBERNI STREET","VVWWE","$298,500","35","0","1","446","1999","15","Yes","1","$210.94","$669.28","$309,900","$298,500","7/1/2014",,
"302 1345 COMOX STREET","VVWWE","$298,500","170","1","1","602","1984","30","Yes","1","$266.00","$495.85","$299,900","$298,500","9/17/2014","Yes","GARDEN"
"106 1280 NICOLA STREET","VVWWE","$299,000","143","1","1","592","1987","27","Yes","1","$240.00","$505.07","$315,000","$299,000","12/12/2014","No",
"1501 939 HOMER STREET","VVWYA","$299,000","9","0","1","439","1995","19","Yes","1","$197.85","$681.09","$299,900","$299,000","9/20/2014","Yes","CITY"
"514 1045 HARO STREET","VVWWE","$299,900","6","1","1","549","1981","33","Yes",,"$200.78","$546.27","$299,900","$299,900","11/9/2014",,
"117 1655 NELSON STREET","VVWWE","$299,900","18","1","1","661","1973","41","Yes","1","$311.86","$453.71","$299,900","$299,900","7/14/2014","No",
"213 1080 PACIFIC STREET","VVWWE","$300,500","80","1","1","508","1981","33","Yes","1","$230.34","$591.54","$316,000","$300,500","10/9/2014",,
"308 1295 RICHARDS STREET","VVWDT","$302,000","2","0","1","476","2003","11","Yes",,"$171.26","$634.45","$305,000","$302,000","11/2/2014",,
"401 1345 COMOX STREET","VVWWE","$304,900","5","1","1","611","1983","31","Yes","1","$266.40","$499.02","$309,900","$304,900","10/5/2014","Yes","Courtyard"
"304 969 RICHARDS STREET","VVWDT","$305,000","11","0","1","420","2002","12","Yes","1","$127.61","$726.19","$318,800","$305,000","8/3/2014",,"TREED GARDEN AREA"
"903 1331 ALBERNI STREET","VVWWE","$305,000","44","0","1","400","1999","15","Yes","1","$190.37","$762.50","$320,000","$305,000","7/5/2014",,
"609 1080 PACIFIC STREET","VVWWE","$306,000","84","2","1","654","1981","33","Yes","1","$287.00","$467.89","$329,500","$306,000","12/3/2014","No",
"302 1740 COMOX STREET","VVWWE","$306,000","112","1","1","615","1976","38",,"1","$298.00","$497.56","$314,900","$306,000","9/16/2014","Yes","A GLIMPSE OF ENGLISH BAY"
"605 1108 NICOLA STREET","VVWWE","$306,000","51","1","1","504","1976","38","Yes","1","$268.32","$607.14","$316,000","$306,000","11/6/2014","Yes","TREED OUTLOOK"
"304 1216 HOMER STREET","VVWYA","$306,000","6","0","1","504","1997","17","Yes",,"$264.31","$607.14","$319,000","$306,000","9/21/2014","No",
"2010 939 HOMER STREET","VVWYA","$306,500","15","0","1","454","1998","16","Yes","1","$198.30","$675.11","$309,900","$306,500","8/13/2014","No",
"509 989 NELSON STREET","VVWDT","$307,000","16","1","1","496","1995","19","Yes","0","$293.05","$618.95","$319,000","$307,000","9/5/2014","Yes","CITY"
"2407 1155 SEYMOUR STREET","VVWDT","$307,000","15","1","1","418","2006","8","Yes","0","$190.00","$734.45","$309,000","$307,000","9/17/2014","Yes","English Bay Sunsets + Park & City views over Yaletown"
"1007 819 HAMILTON STREET","VVWDT","$307,500","1","1","1","450","1998","16","No","1","$191.66","$683.33","$312,800","$307,500","7/3/2014","No",
"210 1045 BURNABY STREET","VVWWE","$308,000","13","1","1","719","1977","37","Yes","1","$281.64","$428.37","$309,800","$308,000","7/27/2014",,
"309 1655 NELSON STREET","VVWWE","$308,000","32","1","1","679","1973","41","Yes","1","$320.58","$453.61","$312,000","$308,000","7/26/2014",,
"401 1010 HOWE STREET","VVWDT","$308,000","10","1","1","600","1982","32","Yes","0","$290.35","$513.33","$319,000","$308,000","9/4/2014","Yes","Gorgeous City Corridor to Art Gallery"
"1202 1188 RICHARDS STREET","VVWYA","$308,000","91","0","1","403","1995","19","No","1","$138.78","$764.27","$318,000","$308,000","10/23/2014",,
"807 1155 SEYMOUR STREET","VVWDT","$308,289","0","1","1","418","2005","9","Yes","1","$190.00","$737.53","$314,900","$308,289","11/18/2014","Yes","EMERY BARNES PARK"
"803 1010 RICHARDS STREET","VVWYA","$309,000","91","1","1","463","2003","11","No",,"$213.56","$667.39","$325,000","$309,000","12/4/2014","Yes","CITY"
"601 1010 HOWE STREET","VVWDT","$309,000","1","1","1","600","1982","32","Yes",,"$290.35","$515.00","$305,000","$309,000","9/16/2014","Yes","COURTHOUSE"
"3008 233 ROBSON STREET","VVWDT","$309,000","13","0","1","442","2009","5",,"0","$155.91","$699.10","$309,000","$309,000","9/11/2014","Yes","WATER AND THE CITY"
"2006 928 BEATTY STREET","VVWYA","$310,000","61","0","1","446","2005","9",,,"$222.82","$695.07","$319,000","$310,000","8/15/2014",,
"912 1010 HOWE STREET","VVWDT","$311,000","110","1","1","531","1982","32","Yes","1","$254.06","$585.69","$313,800","$311,000","8/13/2014","Yes","City View"
"402 1655 NELSON STREET","VVWWE","$312,000","23","1","1","675","1973","41","Yes","1","$318.40","$462.22","$319,000","$312,000","8/28/2014","No",
"1804 888 HOMER STREET","VVWDT","$312,000","74","0","1","440","2011","3",,"0","$185.00","$709.09","$317,000","$312,000","8/29/2014","Yes","Expansive & Private North facing view with some Mountain"
"1707 668 CITADEL PARADE","VVWDT","$312,800","49","0","1","510","2007","7","No",,"$221.28","$613.33","$319,000","$312,800","10/27/2014","Yes","MOUNTAIN & WATER"
"1902 1188 HOWE STREET","VVWDT","$313,000","108","1","1","560","1994","20","Yes","1","$261.97","$558.93","$318,800","$313,000","8/28/2014","Yes","City, Ocean & Mountains"
"1607 668 CITADEL PARADE","VVWDT","$313,000","6","0","1","510","2007","10","No","0","$223.49","$613.73","$318,000","$313,000","11/16/2014","Yes","NS MOUNTAIN & COAL HARBOUR"
"409 1330 HORNBY STREET","VVWDT","$314,500","57","1","1","616","1986","28","Yes","1","$261.89","$510.55","$325,000","$314,500","11/4/2014","No",
"806 1295 RICHARDS STREET","VVWDT","$315,000","17","1","1","478","2002","12","Yes",,"$167.45","$659.00","$324,800","$315,000","9/13/2014","Yes","CITY"
"711 1333 W GEORGIA STREET","VVWCB","$315,000","24","1","1","420","2006","8","Yes","0","$191.07","$750.00","$318,800","$315,000","11/2/2014","No",
"1806 928 BEATTY STREET","VVWYA","$315,000","75","0","1","446","2006","8","Yes","1","$225.00","$706.28","$338,000","$315,000","9/20/2014","Yes","CITY AND SOME WATER"
"214 1177 HORNBY STREET","VVWDT","$315,000","99","1","1","706","1995","19","Yes","1","$331.89","$446.18","$333,000","$315,000","8/9/2014","Yes","City"
"806 1850 COMOX STREET","VVWWE","$315,000","3","1","1","651","1968","46","Yes","1","$332.00","$483.87","$316,000","$315,000","10/17/2014","Yes","OVERLOOKING TREED WESTEND"
"810 66 W CORDOVA STREET","VVWDT","$317,000","39","1","1","538","2012","2","Yes",,"$196.02","$589.22","$324,000","$317,000","9/19/2014","Yes","WATER"
"1904 789 DRAKE STREET","VVWDT","$318,000","4","1","1","652","1991","23",,,"$320.00","$487.73","$329,900","$318,000","12/19/2014","Yes","CITY"
"1411 989 NELSON STREET","VVWDT","$319,000","14","1","1","494","1995","19","Yes","0","$293.00","$645.75","$329,000","$319,000","10/17/2014","Yes","City, Mountain, and green roof"
"1001 1003 BURNABY STREET","VVWWE","$319,000","108","1","1","530","1999","15","No","1","$270.96","$601.89","$345,000","$319,000","7/26/2014","Yes","City & Mountain view"
"2802 928 RICHARDS STREET","VVWYA","$319,000","58","1","1","465","2000","14",,"1","$213.00","$686.02","$338,000","$319,000","11/19/2014","Yes","CITY & MOUNTAIN"
"505 1080 PACIFIC STREET","VVWWE","$319,000","26","1","1","517","1981","33","Yes","1","$255.46","$617.02","$339,000","$319,000","11/24/2014","Yes","STUNNING WATER VIEWS"
"102 1720 BARCLAY STREET","VVWWE","$320,000","47","2","1","787","1970","44","Yes","0","$385.00","$406.61","$324,900","$320,000","11/17/2014","Yes","CITY VIEW"
"702 969 RICHARDS STREET","VVWDT","$320,000","3","0","1","424","2002","12","Yes","1","$172.00","$754.72","$328,800","$320,000","8/28/2014","No",
"1011 610 GRANVILLE STREET","VVWDT","$320,000","0","0","1","419","2006","8","No",,"$158.35","$763.72","$329,000","$320,000","8/24/2014",,
"2409 438 SEYMOUR STREET","VVWDT","$320,000","14","1","1","560","1996","18",,"1","$360.48","$571.43","$333,000","$320,000","8/18/2014","Yes","CITY"
"405 1740 COMOX STREET","VVWWE","$322,000","2","1","1","571","1976","38","Yes","1","$298.44","$563.92","$329,900","$322,000","8/27/2014","Yes","Lush garden views"
"2006 233 ROBSON STREET","VVWDT","$322,000","173","0","1","500","2009","5",,,"$175.00","$644.00","$338,000","$322,000","11/21/2014","Yes","CITY AND WATER"
"302 1816 HARO STREET","VVWWE","$323,000","1","1","1","623","1976","38","Yes","1","$310.10","$518.46","$329,900","$323,000","11/13/2014","Yes","-"
"204 141 WATER STREET","VVWDT","$323,000","62","0","1","534","1898","116",,"0","$216.63","$604.87","$335,000","$323,000","8/11/2014",,
"1409 438 SEYMOUR STREET","VVWDT","$324,000","10","1","1","560","1996","18","Yes","1","$371.42","$578.57","$345,000","$324,000","11/27/2014",,
"701 1238 BURRARD STREET","VVWDT","$325,000","61","1","1","662","2003","11","No","1","$293.71","$490.94","$339,900","$325,000","7/1/2014",,
"908 1330 HORNBY STREET","VVWDT","$325,000","3","1","1","616","1987","27","Yes","1","$261.89","$527.60","$330,000","$325,000","10/30/2014","Yes","CITY"
"907 1010 HOWE STREET","VVWDT","$325,000","18","1","1","531","1982","32",,"1","$257.50","$612.05","$335,000","$325,000","11/28/2014","Yes","YALETOWN"
"706 1850 COMOX STREET","VVWWE","$325,000","43","1","1","648","1968","46","Yes","1","$332.00","$501.54","$329,000","$325,000","8/13/2014","Yes","NW OVER LEAFY WEST END"
"911 1333 W GEORGIA STREET","VVWCB","$326,000","13","0","1","420","2006","8","Yes","1","$191.00","$776.19","$339,000","$326,000","10/20/2014","Yes","CITY SOUTH FACING"
"208 1889 ALBERNI STREET","VVWWE","$327,000","106","1","1","439","1998","16",,"1","$194.39","$744.87","$328,000","$327,000","7/31/2014",,
"1502 989 BEATTY STREET","VVWYA","$327,500","17","0","1","481","2004","10","Yes","1","$200.53","$680.87","$339,000","$327,500","10/24/2014",,
"907 1225 RICHARDS STREET","VVWDT","$328,000","5","0","1","401","2004","10","Yes","1","$159.60","$817.96","$325,000","$328,000","9/29/2014","Yes","Courtyard/City"
"604 811 HELMCKEN STREET","VVWDT","$328,000","20","1","1","580","1994","20","Yes","1","$273.57","$565.52","$339,000","$328,000","10/21/2014","Yes","CITY"
"407 1225 RICHARDS STREET","VVWDT","$329,000","6","0","1","401","2004","10","Yes","1","$155.29","$820.45","$329,000","$329,000","9/30/2014","Yes","SERENE COURTYARD"
"809 989 NELSON STREET","VVWDT","$329,000","1","1","1","496","1995","19","Yes",,"$293.00","$663.31","$329,000","$329,000","10/31/2014","Yes","CITY VIEW"
"202 1230 HARO STREET","VVWWE","$329,500","41","1","1","662","1988","26","Yes","1","$359.44","$497.73","$329,500","$329,500","8/20/2014","No",
"1609 668 CITADEL PARADE","VVWDT","$330,000","3","1","1","502","2007","10","No","0","$220.00","$657.37","$338,000","$330,000","8/28/2014","Yes","City"
"705 66 W CORDOVA STREET","VVWDT","$330,000","44","1","1","534","2012","2","Yes",,"$196.03","$617.98","$337,500","$330,000","8/28/2014","Yes","CITY"
"1407 811 HELMCKEN STREET","VVWDT","$330,000","12","1","1","550","1995","19","Yes",,"$215.38","$600.00","$332,000","$330,000","9/1/2014","Yes","CITY"
"2702 928 RICHARDS STREET","VVWYA","$330,000","7","0","1","465","2000","14","Yes","1","$213.00","$709.68","$338,880","$330,000","8/7/2014","Yes","SPECTACULAR CITY, WATER, DOWNTOWN, MTN VIEWS!"
"507 1146 HARWOOD STREET","VVWWE","$330,000","7","1","1","596","1974","40","Yes",,"$230.61","$553.69","$334,000","$330,000","9/15/2014","Yes","City & a partial water View"
"307 1177 HORNBY STREET","VVWDT","$330,000","11","1","1","706","1995","19","Yes","1","$331.89","$467.42","$334,899","$330,000","10/7/2014","Yes","SOUTH & WEST URBAN"
"213 1106 PACIFIC STREET","VVWWE","$330,000","15","1","1","701","1984","30","Yes","1","$271.03","$470.76","$344,000","$330,000","7/29/2014",,
"1203 1850 COMOX STREET","VVWWE","$330,000","8","1","1","648","1968","46","Yes",,"$335.00","$509.26","$319,900","$330,000","10/14/2014","Yes","ENGLISH BAY VIEWS"
"1004 789 DRAKE STREET","VVWDT","$331,500","3","1","1","652","1991","23","No",,"$252.00","$508.44","$335,000","$331,500","11/14/2014","No",
"403 233 ABBOTT STREET","VVWDT","$332,000","5","1","1","678","1996","18","No","0","$265.10","$489.68","$349,900","$332,000","11/22/2014",,
"1807 1003 PACIFIC STREET","VVWWE","$332,000","9","0","1","433","1999","15","No","1","$210.85","$766.74","$329,000","$332,000","10/4/2014","Yes","City & Partial English Bay"
"701 1315 CARDERO STREET","VVWWE","$332,000","25","1","1","610","1957","57","Yes",,"$230.06","$544.26","$329,000","$332,000","10/10/2014","Yes","North shores mountains and water."
"710 66 W CORDOVA STREET","VVWDT","$335,000","30","1","1","534","2012","2","Yes","0","$196.03","$627.34","$349,900","$335,000","12/21/2014",,
"1602 1500 HOWE STREET","VVWYA","$336,000","27","1","1","530","1990","24",,"1","$209.79","$633.96","$330,000","$336,000","11/17/2014","Yes","CITY"
"811 1010 HOWE STREET","VVWDT","$336,000","2","1","1","600","1982","32",,"1","$279.99","$560.00","$345,000","$336,000","11/28/2014","Yes","WESTSIDE & HOWE ST"
"501 1238 BURRARD STREET","VVWDT","$337,500","36","1","1","662","2003","11","No","1","$315.52","$509.82","$349,000","$337,500","7/17/2014","No",
"306 1177 HORNBY STREET","VVWDT","$339,000","69","1","1","672","1982","32","Yes","1","$314.18","$504.46","$349,000","$339,000","7/16/2014","Yes","CITY VIEW"
"207 1550 BARCLAY STREET","VVWWE","$340,000","3","1","1","602","1981","33","No","1","$238.09","$564.78","$344,900","$340,000","9/18/2014","No",
"306 1050 BROUGHTON STREET","VVWWE","$340,000","42","1","1","602","1984","30","Yes","1","$266.40","$564.78","$348,000","$340,000","11/11/2014","No",
"2405 438 SEYMOUR STREET","VVWDT","$340,000","30","1","1","516","1995","19","Yes","1","$339.81","$658.91","$359,000","$340,000","9/17/2014","Yes","SPECTACULAR MOUNTAIN, WATER"
"607 1889 ALBERNI STREET","VVWWE","$340,000","23","1","1","441","1998","16","No","1","$189.64","$770.98","$348,800","$340,000","8/8/2014","Yes","PARTIAL VIEW OF COAL HARBOUR"
"1503 1010 RICHARDS STREET","VVWYA","$340,000","10","1","1","462","2004","10","Yes","0","$213.56","$735.93","$349,000","$340,000","12/6/2014","Yes","CITY"
"2909 668 CITADEL PARADE","VVWDT","$341,500","8","1","1","502","2007","7",,"0","$218.73","$680.28","$349,900","$341,500","10/25/2014","Yes","CITY, FALSE CREEK"
"709 33 W PENDER STREET","VVWDT","$342,000","41","1","1","626","2008","6",,,"$340.38","$546.33","$355,000","$342,000","12/14/2014","Yes","City"
"1401 1003 BURNABY STREET","VVWWE","$342,000","15","1","1","530","1999","15","No","1","$287.25","$645.28","$359,000","$342,000","9/24/2014","Yes","CITY & MOUNTAIN"
"2210 501 PACIFIC STREET","VVWDT","$343,000","20","0","1","512","1999","15","Yes","1","$270.00","$669.92","$349,000","$343,000","8/18/2014","Yes","FALSE CREEK, WATER, DAVID LAM"
"1002 989 BEATTY STREET","VVWYA","$343,000","16","0","1","483","2004","10","Yes","1","$200.53","$710.14","$344,000","$343,000","11/20/2014","Yes","FALSE CREEK"
"314 819 HAMILTON STREET","VVWDT","$345,000","10","1","1","600","1998","16","No","1","$228.90","$575.00","$349,000","$345,000","7/3/2014","No",
"1706 1166 MELVILLE STREET","VVWCB","$345,000","1","1","1","561","1996","18","Yes","1","$217.55","$614.97","$348,800","$345,000","9/18/2014","Yes","City views from 17th floor"
"305 1080 PACIFIC STREET","VVWWE","$345,000","81","2","1","720","1981","33","Yes","1","$320.62","$479.17","$350,000","$345,000","7/21/2014","No",
"806 1177 HORNBY STREET","VVWDT","$345,000","11","1","1","672","1995","19","Yes","1","$315.00","$513.39","$359,000","$345,000","9/26/2014","Yes","Kits & English bay"
